Unnamed: 0,n_filters_time,filter_time_length,n_filters_spat,pool_time_length,pool_time_stride,drop_prob,learning_rate_range,decay_range,accuracy
70,30,30,26,60,22,0.7000000000000002,0.0225,0.000675,72.8395061728395
71,47,33,25,60,24,0.6000000000000001,0.0925,0.00045,69.29012345679013
72,41,29,34,50,17,0.5,0.0325,0.0003375,70.67901234567901
73,42,17,39,62,27,0.3,0.0525,0.0003375,67.28395061728395
74,52,10,29,54,24,0.7000000000000002,0.0325,0.0005625,72.14506172839505
75,29,11,41,71,20,0.8,0.0825,0.0005625,71.48919753086419
76,40,35,53,72,24,0.3,0.0525,0.0003375,66.47376543209877
77,41,10,41,82,21,0.5,0.0525,0.0,68.13271604938272
78,32,16,36,57,14,0.5,0.0525,0.0,68.13271604938272
79,53,29,44,78,10,0.7000000000000002,0.0425,0.00045,71.75925925925927
80,25,25,28,70,25,0.8,0.0325,0.000675,72.87808641975309
81,49,30,47,79,17,0.3,0.0225,0.0005625,69.48302469135803
82,27,35,39,54,19,0.4,0.0625,0.00045,68.86574074074073
83,49,32,51,78,26,0.7000000000000002,0.0825,0.00045,70.64043209876542
84,31,30,43,68,16,0.5,0.0225,0.0007875,70.17746913580248
85,50,23,34,56,18,0.8,0.0425,0.000675,71.83641975308643
86,36,10,48,57,12,0.8,0.0125,0.0001125,71.64351851851852
87,52,30,53,66,21,0.4,0.0625,0.000225,67.93981481481481
88,28,22,47,55,18,0.7000000000000002,0.0725,0.0001125,70.94907407407408
89,35,11,31,68,11,0.7000000000000002,0.0325,0.0007875,70.21604938271605
90,53,27,34,73,17,0.2,0.0325,0.0005625,68.17129629629629
91,36,17,34,68,17,0.3,0.0925,0.00045,67.51543209876543
92,31,33,46,53,23,0.2,0.0125,0.0,67.86265432098766
93,30,28,45,71,24,0.2,0.0125,0.0005625,67.93981481481482
94,31,34,30,55,10,0.3,0.0125,0.0007875,70.9104938271605
95,38,17,35,56,20,0.2,0.0125,0.000225,69.86882716049382
96,49,23,33,61,11,0.8,0.0825,0.00045,68.40277777777777
97,54,27,38,76,22,0.5,0.0825,0.0009,68.98148148148148
98,32,32,44,62,17,0.7000000000000002,0.0325,0.00045,71.21913580246913
99,43,28,45,65,19,0.5,0.0825,0.0005625,69.71450617283952
100,25,12,37,58,18,0.6000000000000001,0.0125,0.0005625,71.14197530864197
0,40,25,40,75,15,0.5,0.0625,0.0,71.91358
1,34,21,51,58,29,0.3,0.0425,0.0005625,65.8179012345679
2,37,13,25,55,15,0.7000000000000002,0.0125,0.0005625,69.67592592592592
3,43,30,28,71,17,0.5,0.0925,0.0003375,68.75
4,36,31,48,63,14,0.3,0.0425,0.0003375,69.59876543209879
5,42,13,44,79,22,0.5,0.0825,0.0,69.90740740740739
6,25,16,44,50,18,0.4,0.0525,0.0009,69.40586419753087
7,51,26,47,75,12,0.6000000000000001,0.0225,0.0003375,71.14197530864197
8,25,13,31,68,18,0.4,0.0425,0.0005625,68.67283950617285
9,25,29,45,54,16,0.3,0.0625,0.000225,68.90432098765432
10,31,32,44,65,21,0.8,0.0225,0.0007875,72.56944444444444
11,45,13,49,73,21,0.3,0.0825,0.000225,68.09413580246913
12,53,23,47,76,27,0.2,0.0225,0.0,65.70216049382715
13,35,15,34,79,21,0.5,0.0825,0.0003375,69.09722222222223
14,50,34,53,74,10,0.3,0.0525,0.00045,70.29320987654322
15,25,26,47,67,13,0.3,0.0125,0.000225,70.64043209876543
16,45,20,45,81,10,0.5,0.0325,0.00045,70.06172839506172
17,35,31,32,71,16,0.5,0.0125,0.0001125,70.75617283950618
18,39,21,46,77,12,0.8,0.0925,0.0005625,70.13888888888889
19,31,18,29,74,12,0.2,0.0725,0.0007875,69.52160493827161
20,43,12,30,56,14,0.5,0.0625,0.000225,68.17129629629629
21,29,15,28,81,22,0.7000000000000002,0.0825,0.0009,69.79166666666666
22,45,23,48,72,26,0.5,0.0225,0.0001125,68.94290123456791
23,28,32,47,70,19,0.8,0.0225,0.0009,73.53395061728395
24,40,25,41,51,20,0.3,0.0925,0.0,69.36728395061726
25,44,24,42,59,17,0.3,0.0425,0.0,68.51851851851853
26,39,30,50,51,27,0.2,0.0625,0.0007875,64.15895061728395
27,30,29,53,77,28,0.3,0.0925,0.0007875,64.54475308641976
28,46,11,25,67,14,0.5,0.0525,0.0,69.25154320987653
29,49,21,37,75,19,0.7000000000000002,0.0425,0.0001125,70.98765432098766
30,47,21,49,58,16,0.8,0.0125,0.0007875,71.25771604938272
31,29,31,26,54,28,0.8,0.0425,0.00045,74.18981481481482
32,33,28,47,54,18,0.5,0.0525,0.0,70.21604938271604
33,40,17,31,52,10,0.6000000000000001,0.0425,0.0,70.83333333333333
34,36,25,29,62,15,0.7000000000000002,0.0525,0.000225,71.41203703703705
35,25,16,35,79,27,0.6000000000000001,0.0425,0.0009,69.44444444444444
36,43,25,28,62,17,0.8,0.0725,0.00045,71.60493827160494
37,42,21,25,64,24,0.4,0.0725,0.00045,68.59567901234567
38,29,15,47,71,14,0.3,0.0325,0.00045,69.1358024691358
39,36,10,36,58,12,0.3,0.0625,0.0003375,68.75
40,48,18,48,77,15,0.5,0.0325,0.000675,69.94598765432099
41,53,16,26,64,25,0.4,0.0125,0.0005625,68.98148148148147
42,40,26,27,63,20,0.8,0.0925,0.00045,71.14197530864197
43,37,18,27,81,20,0.7000000000000002,0.0525,0.0003375,70.75617283950618
44,37,13,43,81,26,0.8,0.0625,0.00045,71.21913580246914
45,46,33,37,82,12,0.6000000000000001,0.0525,0.0001125,71.29629629629629
46,32,27,26,50,23,0.6000000000000001,0.0925,0.000675,71.21913580246913
47,48,17,36,56,28,0.3,0.0225,0.00045,68.20987654320987
48,47,11,31,81,15,0.7000000000000002,0.0825,0.000675,70.48611111111111
49,50,31,34,67,13,0.7000000000000002,0.0825,0.0007875,70.67901234567903
50,43,34,51,63,24,0.5,0.0825,0.00045,68.3641975308642
51,50,14,36,70,21,0.6000000000000001,0.0725,0.0,69.79166666666667
52,37,31,29,70,20,0.3,0.0325,0.0005625,67.47685185185185
53,27,26,34,69,13,0.7000000000000002,0.0325,0.000675,72.37654320987653
54,51,26,35,52,16,0.4,0.0525,0.0,70.13888888888889
55,27,23,52,71,20,0.7000000000000002,0.0425,0.000675,70.9104938271605
56,50,12,25,70,17,0.4,0.0925,0.000675,67.01388888888889
57,30,28,49,54,20,0.8,0.0325,0.0003375,72.76234567901236
58,45,31,51,53,10,0.8,0.0625,0.0005625,72.95524691358025
59,43,34,31,50,11,0.7000000000000002,0.0425,0.000675,72.64660493827161
60,47,14,46,66,28,0.5,0.0525,0.0,68.17129629629629
61,42,34,28,64,12,0.3,0.0925,0.00045,69.52160493827161
62,36,35,30,61,24,0.5,0.0125,0.0,71.48919753086419
63,25,22,51,77,21,0.3,0.0825,0.0005625,67.43827160493828
64,49,33,51,77,22,0.3,0.0725,0.0007875,67.0138888888889
65,46,21,39,71,19,0.7000000000000002,0.0225,0.0009,71.18055555555556
66,37,16,25,56,16,0.3,0.0925,0.0003375,66.89814814814814
67,36,34,42,63,10,0.7000000000000002,0.0925,0.0,71.60493827160494
68,37,26,49,66,19,0.5,0.0425,0.00045,69.48302469135803
69,36,12,37,68,25,0.5,0.0525,0.000225,69.44444444444444
70,37,31,35,59,18,0.2,0.0725,0.00045,68.78858024691357
71,44,23,25,69,15,0.5,0.0725,0.000675,70.13888888888889
72,49,11,35,68,26,0.6000000000000001,0.0925,0.000675,69.83024691358025
73,44,30,53,56,10,0.4,0.0325,0.0,70.25462962962962
74,46,19,33,65,10,0.3,0.0225,0.0001125,69.67592592592592
75,54,14,32,53,24,0.5,0.0125,0.00045,70.37037037037038
76,46,29,42,81,13,0.4,0.0625,0.0003375,69.17438271604938
77,46,35,31,59,26,0.2,0.0425,0.0007875,66.7824074074074
78,46,17,29,66,12,0.7000000000000002,0.0525,0.0005625,70.75617283950618
79,52,29,31,65,12,0.8,0.0725,0.0001125,71.41203703703704
80,47,11,26,65,19,0.2,0.0425,0.0,69.25154320987654
81,46,19,45,69,21,0.5,0.0925,0.0,69.86882716049382
82,40,14,35,53,29,0.2,0.0425,0.0009,66.20370370370371
83,29,32,52,76,14,0.4,0.0625,0.0009,70.37037037037037
84,50,23,46,61,19,0.3,0.0525,0.0005625,68.67283950617283
85,38,14,49,66,15,0.2,0.0525,0.0007875,67.86265432098766
86,26,24,53,52,27,0.7000000000000002,0.0525,0.00045,71.10339506172838
87,34,34,45,68,18,0.6000000000000001,0.0925,0.000225,70.25462962962962
88,47,24,27,68,19,0.6000000000000001,0.0225,0.0005625,71.14197530864197
89,39,25,34,71,17,0.3,0.0925,0.0003375,69.21296296296296
90,52,32,33,82,12,0.3,0.0625,0.0001125,70.52469135802468
91,25,13,51,63,29,0.5,0.0525,0.0005625,68.71141975308643
92,47,11,50,62,24,0.7000000000000002,0.0325,0.000225,71.37345679012347
93,52,26,27,69,16,0.4,0.0225,0.0005625,70.48611111111111
94,48,20,36,70,23,0.7000000000000002,0.0325,0.0,71.48919753086419
95,28,34,36,66,20,0.4,0.0325,0.00045,69.59876543209876
96,33,29,31,81,10,0.6000000000000001,0.0125,0.0007875,72.0679012345679
97,50,32,48,61,29,0.5,0.0725,0.00045,67.93981481481482
98,47,26,25,76,12,0.8,0.0925,0.0,68.9429012345679
99,37,27,46,63,23,0.4,0.0925,0.0001125,68.47993827160494
100,41,10,38,75,14,0.7000000000000002,0.0725,0.0007875,69.17438271604938
0,40,25,40,75,15,0.5,0.0625,0.0,71.91358
1,50,29,34,67,21,0.8,0.0325,0.00045,72.02932098765433
2,27,32,26,65,17,0.4,0.0625,0.0009,70.52469135802467
3,50,30,48,68,21,0.4,0.0825,0.0009,70.02314814814814
4,50,20,48,66,11,0.6000000000000001,0.0625,0.0007875,70.5246913580247
5,45,29,46,80,13,0.8,0.0125,0.0003375,71.99074074074072
6,30,27,28,66,23,0.5,0.0725,0.0001125,69.3287037037037
7,44,27,51,68,18,0.5,0.0425,0.000675,69.67592592592592
8,26,14,42,51,11,0.4,0.0425,0.000225,70.02314814814815
9,33,19,30,59,26,0.2,0.0425,0.0009,67.32253086419752
10,47,23,32,79,20,0.3,0.0125,0.000675,68.59567901234567
11,27,23,46,80,26,0.5,0.0425,0.0,68.59567901234567
12,30,28,39,78,17,0.2,0.0525,0.0005625,68.9429012345679
13,39,33,38,61,16,0.5,0.0325,0.000675,70.10030864197533
14,30,22,40,78,11,0.8,0.0525,0.000225,71.18055555555556
15,48,30,33,54,24,0.4,0.0425,0.0,68.98148148148147
16,43,35,34,76,28,0.2,0.0725,0.0,62.80864197530865
17,47,15,41,79,28,0.6000000000000001,0.0225,0.000675,70.79475308641975
18,42,16,31,73,14,0.2,0.0525,0.0009,67.82407407407408
19,40,25,30,55,19,0.3,0.0725,0.0005625,68.78858024691358
20,32,25,50,73,25,0.3,0.0525,0.0001125,67.28395061728395
21,25,18,50,60,18,0.7000000000000002,0.0325,0.0009,71.45061728395062
22,26,18,39,63,12,0.3,0.0425,0.0007875,69.02006172839506
23,42,13,29,67,21,0.7000000000000002,0.0425,0.0,70.4861111111111
24,41,27,27,81,23,0.4,0.0225,0.0,69.52160493827161
25,43,13,31,52,11,0.4,0.0725,0.0003375,68.47993827160494
26,53,16,40,78,21,0.8,0.0325,0.000225,71.56635802469137
27,39,21,41,81,10,0.6000000000000001,0.0325,0.0009,70.64043209876543
28,36,17,39,66,26,0.2,0.0525,0.000675,66.820987654321
29,31,23,42,72,22,0.5,0.0625,0.0009,69.32870370370371
30,34,11,43,60,23,0.5,0.0125,0.0001125,70.29320987654323
31,42,24,49,60,23,0.3,0.0725,0.0001125,67.16820987654322
32,25,32,38,50,27,0.2,0.0225,0.000675,66.12654320987653
33,44,19,35,54,16,0.2,0.0525,0.0005625,69.75308641975309
34,25,20,49,74,23,0.8,0.0325,0.0003375,71.06481481481482
35,47,20,42,78,17,0.3,0.0725,0.0009,68.59567901234567
36,39,16,28,53,16,0.8,0.0725,0.000225,70.75617283950618
37,51,10,38,75,10,0.4,0.0225,0.0005625,69.44444444444444
38,28,12,52,64,27,0.8,0.0225,0.0003375,72.22222222222221
39,36,20,31,57,16,0.3,0.0225,0.000675,69.83024691358025
40,26,31,27,70,16,0.4,0.0425,0.0005625,70.10030864197532
41,37,32,36,81,10,0.6000000000000001,0.0525,0.00045,71.21913580246913
42,53,16,37,50,23,0.3,0.0125,0.0005625,69.56018518518518
43,26,10,28,68,11,0.6000000000000001,0.0925,0.0003375,69.67592592592592
44,50,21,49,79,11,0.7000000000000002,0.0725,0.0009,70.79475308641975
45,48,23,43,51,24,0.6000000000000001,0.0125,0.000675,71.29629629629629
46,50,28,29,57,10,0.3,0.0625,0.000225,70.1388888888889
47,41,15,37,68,21,0.2,0.0625,0.0005625,67.86265432098766
48,27,29,49,64,14,0.4,0.0325,0.000675,70.10030864197532
49,37,16,42,52,10,0.3,0.0925,0.0,69.75308641975309
50,45,16,25,58,19,0.3,0.0425,0.00045,67.86265432098766
51,47,28,30,71,27,0.2,0.0125,0.0001125,69.05864197530865
52,54,26,44,62,26,0.8,0.0225,0.0003375,72.8395061728395
53,45,24,27,76,11,0.3,0.0725,0.000225,69.05864197530865
54,39,26,50,69,24,0.4,0.0225,0.0007875,68.78858024691357
55,49,34,43,64,16,0.8,0.0825,0.00045,71.72067901234568
56,50,30,36,63,24,0.8,0.0325,0.0001125,72.87808641975307
57,51,30,29,81,24,0.6000000000000001,0.0625,0.0007875,70.79475308641975
58,25,15,35,67,14,0.2,0.0625,0.000225,68.5570987654321
59,38,19,50,66,28,0.6000000000000001,0.0425,0.000225,69.86882716049382
60,31,35,25,70,24,0.3,0.0625,0.0009,68.28703703703704
61,27,35,41,78,16,0.6000000000000001,0.0725,0.0001125,70.25462962962963
62,52,14,35,72,14,0.2,0.0825,0.0005625,66.62808641975307
63,51,34,30,78,15,0.2,0.0325,0.00045,69.17438271604938
64,34,20,44,51,12,0.2,0.0125,0.000225,68.75
65,25,10,38,64,28,0.4,0.0425,0.0005625,69.25154320987653
66,34,26,50,59,27,0.4,0.0325,0.0009,67.82407407407408
67,35,19,47,64,23,0.5,0.0825,0.0,70.25462962962963
68,25,11,49,63,12,0.3,0.0725,0.000675,69.13580246913581
69,54,32,44,56,16,0.2,0.0625,0.000225,68.63425925925927
70,30,33,47,67,13,0.5,0.0225,0.0,71.06481481481482
71,39,19,53,62,10,0.2,0.0925,0.0007875,68.82716049382717
72,38,35,30,70,14,0.6000000000000001,0.0425,0.0,70.60185185185185
73,52,29,35,79,20,0.7000000000000002,0.0225,0.0001125,71.64351851851852
74,38,22,46,55,23,0.5,0.0825,0.0005625,70.44753086419753
75,48,12,50,50,20,0.7000000000000002,0.0925,0.00045,69.09722222222221
76,35,20,35,80,14,0.2,0.0425,0.0003375,69.25154320987653
77,37,30,47,77,25,0.7000000000000002,0.0825,0.0,71.14197530864197
78,38,11,36,60,29,0.4,0.0625,0.0001125,68.51851851851852
79,42,25,34,78,11,0.6000000000000001,0.0725,0.000225,72.22222222222221
80,48,10,44,77,16,0.6000000000000001,0.0225,0.000225,69.83024691358025
81,45,26,36,80,10,0.2,0.0225,0.0005625,71.10339506172839
82,35,29,35,79,24,0.8,0.0125,0.0009,72.87808641975307
83,28,31,50,78,21,0.7000000000000002,0.0525,0.00045,70.64043209876543
84,46,27,33,65,27,0.8,0.0325,0.00045,73.72685185185185
85,36,24,41,59,12,0.2,0.0225,0.0003375,70.83333333333333
86,43,14,44,55,17,0.6000000000000001,0.0325,0.0009,70.83333333333334
87,52,19,43,62,13,0.7000000000000002,0.0725,0.0,70.60185185185185
88,38,12,37,51,11,0.3,0.0525,0.0,68.63425925925927
89,48,30,35,71,13,0.5,0.0225,0.000675,70.98765432098764
90,38,30,48,67,29,0.7000000000000002,0.0225,0.000675,72.64660493827161
91,47,11,37,75,17,0.7000000000000002,0.0925,0.0,68.3641975308642
92,27,17,45,74,27,0.3,0.0925,0.00045,65.62500000000001
93,51,10,52,82,17,0.5,0.0625,0.0007875,68.86574074074075
94,26,25,40,63,28,0.4,0.0825,0.0007875,65.66358024691357
95,41,17,28,76,18,0.5,0.0425,0.0001125,69.1358024691358
96,35,31,44,79,11,0.2,0.0525,0.0005625,69.02006172839506
97,38,11,25,64,14,0.4,0.0225,0.0,69.09722222222223
98,48,20,25,57,23,0.5,0.0825,0.000675,70.10030864197532
99,37,30,29,74,11,0.8,0.0725,0.0,72.26080246913581
100,45,26,36,68,27,0.8,0.0725,0.0007875,71.25771604938272
0,40,25,40,75,15,0.5,0.0625,0.0,71.91358
1,45,34,44,55,21,0.4,0.0325,0.000675,69.32870370370371
2,33,31,30,61,13,0.3,0.0225,0.000675,70.71759259259258
3,36,27,29,62,12,0.4,0.0225,0.0007875,69.79166666666667
4,36,12,43,57,10,0.7000000000000002,0.0125,0.0007875,70.25462962962963
5,54,31,47,62,28,0.7000000000000002,0.0425,0.0001125,71.45061728395062
6,54,18,29,55,14,0.8,0.0625,0.0,68.59567901234567
7,42,10,38,73,28,0.3,0.0525,0.0,65.50925925925927
8,34,10,28,65,17,0.5,0.0525,0.0009,69.56018518518518
9,43,29,50,69,25,0.6000000000000001,0.0125,0.00045,71.02623456790123
10,31,11,52,82,29,0.8,0.0225,0.0001125,72.8395061728395
11,33,16,30,74,21,0.8,0.0225,0.0007875,71.95216049382717
12,37,23,49,67,16,0.3,0.0425,0.000225,69.09722222222221
13,45,31,35,62,23,0.3,0.0625,0.000675,67.90123456790123
14,31,14,46,50,25,0.6000000000000001,0.0825,0.0003375,70.60185185185185
15,31,34,43,53,20,0.8,0.0125,0.000225,73.53395061728395
16,40,30,31,67,22,0.3,0.0525,0.00045,68.9429012345679
17,38,21,53,74,28,0.3,0.0525,0.0005625,65.20061728395062
18,47,31,32,62,12,0.2,0.0925,0.0001125,69.83024691358025
19,49,11,39,65,25,0.2,0.0825,0.0007875,68.05555555555556
20,50,31,50,79,13,0.6000000000000001,0.0525,0.000675,71.25771604938272
21,34,10,28,60,20,0.4,0.0425,0.0,68.71141975308642
22,36,18,38,81,20,0.5,0.0325,0.0009,69.25154320987654
23,45,13,43,65,28,0.3,0.0925,0.0005625,66.97530864197532
24,30,20,26,61,26,0.5,0.0425,0.0003375,69.94598765432099
25,54,11,38,54,16,0.3,0.0125,0.00045,68.71141975308643
26,47,17,42,57,21,0.5,0.0925,0.0009,68.75
27,51,23,47,81,27,0.4,0.0425,0.0007875,66.74382716049382
28,54,20,39,67,21,0.7000000000000002,0.0425,0.0003375,70.9104938271605
29,31,16,32,69,29,0.3,0.0825,0.0001125,65.85648148148148
30,36,10,48,68,28,0.2,0.0925,0.0007875,64.2746913580247
31,43,20,44,60,27,0.7000000000000002,0.0625,0.0,72.22222222222223
32,25,33,34,69,24,0.6000000000000001,0.0825,0.0,70.13888888888889
33,38,33,30,52,20,0.7000000000000002,0.0825,0.000225,71.95216049382717
34,52,34,40,69,27,0.8,0.0525,0.0007875,72.4537037037037
35,26,16,53,69,23,0.8,0.0525,0.0,72.02932098765433
36,31,21,51,54,25,0.3,0.0825,0.0009,66.93672839506172
37,28,10,44,57,26,0.7000000000000002,0.0725,0.00045,71.83641975308643
38,51,27,51,81,29,0.3,0.0825,0.0003375,64.89197530864197
39,52,15,30,78,16,0.6000000000000001,0.0625,0.0009,69.79166666666667
40,30,21,26,74,15,0.2,0.0825,0.0003375,67.63117283950618
41,42,26,48,74,20,0.7000000000000002,0.0825,0.0003375,69.79166666666669
42,35,18,43,67,22,0.4,0.0125,0.0005625,69.36728395061728
43,36,31,47,78,22,0.6000000000000001,0.0425,0.0005625,70.40895061728395
44,34,30,45,67,12,0.4,0.0425,0.0003375,70.40895061728396
45,25,11,33,69,21,0.2,0.0425,0.000675,67.74691358024691
46,45,28,41,61,28,0.5,0.0325,0.0005625,69.1358024691358
47,32,10,31,71,23,0.7000000000000002,0.0425,0.0007875,71.33487654320987
48,50,25,41,69,11,0.8,0.0525,0.0009,72.41512345679013
49,45,19,48,69,29,0.6000000000000001,0.0625,0.0005625,70.5246913580247
50,36,24,25,65,29,0.3,0.0525,0.0007875,68.28703703703705
51,27,11,31,70,18,0.3,0.0825,0.0007875,69.05864197530863
52,52,14,49,66,22,0.7000000000000002,0.0625,0.00045,70.7175925925926
53,40,25,36,69,16,0.2,0.0325,0.0009,68.86574074074075
54,54,27,51,70,29,0.8,0.0925,0.000225,71.83641975308642
55,26,13,29,79,26,0.4,0.0525,0.0009,69.29012345679013
56,36,14,35,69,15,0.5,0.0125,0.0009,68.44135802469137
57,45,35,39,60,24,0.2,0.0525,0.00045,66.20370370370371
58,44,18,35,55,27,0.5,0.0125,0.0001125,70.56327160493828
59,46,34,28,66,21,0.2,0.0625,0.0,67.24537037037037
60,42,17,25,52,26,0.3,0.0625,0.0,68.5185185185185
61,39,34,51,80,22,0.4,0.0825,0.0001125,67.05246913580248
62,50,35,41,71,11,0.8,0.0125,0.0009,72.53086419753087
63,27,14,28,81,22,0.3,0.0125,0.0001125,68.82716049382715
64,52,15,52,76,11,0.4,0.0725,0.0003375,69.13580246913581
65,53,20,35,54,21,0.8,0.0525,0.00045,72.83950617283952
66,38,16,28,82,12,0.5,0.0625,0.0009,69.98456790123457
67,54,32,44,50,13,0.4,0.0225,0.000225,70.10030864197532
68,33,14,29,81,10,0.5,0.0425,0.0001125,70.21604938271605
69,33,11,26,73,25,0.7000000000000002,0.0925,0.000675,70.29320987654322
70,51,32,51,59,27,0.4,0.0125,0.0001125,67.7854938271605
71,31,12,32,60,20,0.8,0.0425,0.0005625,71.56635802469137
72,40,25,39,53,25,0.4,0.0925,0.0009,68.75
73,39,25,34,70,12,0.8,0.0725,0.0001125,71.79783950617283
74,50,30,43,61,25,0.2,0.0925,0.0009,65.54783950617283
75,35,13,26,71,15,0.7000000000000002,0.0325,0.0009,70.29320987654322
76,33,33,38,51,24,0.6000000000000001,0.0725,0.0001125,70.79475308641976
77,35,13,37,66,26,0.2,0.0625,0.0007875,66.0108024691358
78,42,32,51,79,17,0.7000000000000002,0.0225,0.0005625,71.79783950617283
79,30,31,42,66,26,0.8,0.0425,0.00045,72.29938271604938
80,38,28,32,73,25,0.2,0.0225,0.0009,68.09413580246913
81,40,16,44,69,24,0.3,0.0525,0.0009,68.44135802469137
82,47,27,47,75,21,0.3,0.0725,0.0005625,67.55401234567901
83,48,20,29,75,15,0.7000000000000002,0.0825,0.00045,69.67592592592592
84,35,18,32,77,21,0.4,0.0225,0.0003375,68.98148148148148
85,42,30,30,82,14,0.5,0.0825,0.00045,70.37037037037038
86,41,16,32,57,21,0.8,0.0125,0.0009,72.14506172839505
87,50,17,25,56,11,0.3,0.0625,0.0001125,68.47993827160492
88,42,10,41,54,11,0.8,0.0325,0.0007875,70.44753086419752
89,36,18,25,54,16,0.3,0.0725,0.00045,68.51851851851852
90,38,25,48,74,15,0.8,0.0825,0.0003375,71.37345679012344
91,44,30,34,67,15,0.6000000000000001,0.0225,0.0005625,71.06481481481482
92,35,20,48,79,28,0.4,0.0325,0.0003375,67.47685185185185
93,50,22,31,62,26,0.2,0.0125,0.0009,68.20987654320987
94,45,14,39,54,15,0.2,0.0725,0.00045,68.59567901234568
95,52,10,46,60,17,0.5,0.0625,0.0,69.79166666666669
96,50,14,41,70,21,0.2,0.0925,0.000675,67.70833333333333
97,37,18,25,65,17,0.8,0.0825,0.0003375,69.25154320987653
98,35,33,46,56,26,0.3,0.0325,0.00045,67.70833333333334
99,47,33,45,79,20,0.3,0.0525,0.0,68.40277777777777
100,31,16,26,79,26,0.7000000000000002,0.0125,0.000675,71.33487654320987
0,40,25,40,75,15,0.5,0.0625,0.0,71.91358
1,34,32,47,53,28,0.2,0.0525,0.0005625,65.12345679012346
2,28,26,29,66,26,0.2,0.0825,0.00045,65.43209876543209
3,38,21,37,75,27,0.8,0.0725,0.0005625,72.87808641975309
4,41,20,28,75,15,0.6000000000000001,0.0225,0.0009,70.44753086419753
5,53,25,43,62,24,0.5,0.0725,0.0005625,70.02314814814814
6,36,32,30,66,18,0.2,0.0525,0.0003375,68.44135802469135
7,39,10,41,72,23,0.4,0.0625,0.0003375,67.28395061728394
8,44,23,32,82,25,0.3,0.0925,0.0003375,66.66666666666666
9,48,30,35,57,26,0.7000000000000002,0.0725,0.0005625,71.52777777777777
10,26,32,27,60,11,0.7000000000000002,0.0325,0.000225,72.49228395061728
11,30,33,50,65,25,0.4,0.0225,0.0,67.86265432098764
12,37,34,49,76,20,0.5,0.0925,0.000675,69.29012345679013
13,40,27,41,52,24,0.4,0.0825,0.000225,68.59567901234567
14,51,18,47,79,15,0.6000000000000001,0.0425,0.0009,69.59876543209876
15,37,10,34,65,24,0.3,0.0225,0.0009,68.67283950617283
16,50,24,29,54,25,0.2,0.0825,0.00045,66.01080246913578
17,45,13,27,74,23,0.5,0.0925,0.00045,69.25154320987654
18,41,14,47,55,15,0.6000000000000001,0.0325,0.0009,70.79475308641976
19,41,22,41,74,26,0.4,0.0925,0.000675,67.86265432098764
20,39,28,42,82,12,0.7000000000000002,0.0125,0.000675,72.37654320987654
21,44,24,27,81,10,0.8,0.0725,0.00045,69.94598765432099
22,50,15,48,80,10,0.7000000000000002,0.0125,0.0003375,70.40895061728395
23,42,23,39,54,22,0.6000000000000001,0.0225,0.000225,70.37037037037038
24,39,13,40,76,13,0.2,0.0225,0.0001125,68.47993827160494
25,41,24,31,51,13,0.8,0.0225,0.0001125,72.18364197530863
26,48,14,49,55,26,0.8,0.0925,0.0009,69.98456790123457
27,28,29,33,71,25,0.6000000000000001,0.0925,0.00045,69.48302469135803
28,38,25,42,71,28,0.6000000000000001,0.0625,0.00045,69.48302469135803
29,45,35,33,69,15,0.2,0.0125,0.0007875,70.06172839506173
30,35,25,53,70,29,0.3,0.0425,0.000225,65.31635802469137
31,28,25,25,58,25,0.5,0.0125,0.0003375,71.06481481481482
32,42,15,43,79,23,0.5,0.0225,0.000675,69.32870370370371
33,47,10,40,73,18,0.5,0.0625,0.000675,70.02314814814815
34,51,24,33,75,14,0.4,0.0525,0.0005625,69.9074074074074
35,53,12,52,55,26,0.5,0.0825,0.000675,70.71759259259258
36,41,15,53,79,26,0.2,0.0925,0.0003375,64.50617283950618
37,40,15,27,68,14,0.8,0.0925,0.0005625,69.40586419753086
38,52,33,25,78,28,0.6000000000000001,0.0725,0.00045,71.06481481481482
39,47,13,31,63,21,0.4,0.0725,0.0003375,68.17129629629628
40,27,16,26,79,29,0.2,0.0325,0.0005625,66.35802469135803
41,53,11,37,66,26,0.4,0.0625,0.0001125,68.36419753086419
42,39,29,43,78,15,0.4,0.0525,0.00045,70.33179012345678
43,47,34,51,78,18,0.4,0.0725,0.00045,69.71450617283952
44,45,24,40,50,28,0.6000000000000001,0.0825,0.0,71.83641975308643
45,36,19,44,57,18,0.6000000000000001,0.0125,0.0005625,71.48919753086419
46,50,13,27,77,23,0.5,0.0125,0.000225,69.94598765432099
47,50,25,25,76,26,0.4,0.0725,0.000675,67.55401234567903
48,48,33,53,56,19,0.6000000000000001,0.0825,0.000675,70.29320987654322
49,35,13,49,50,17,0.8,0.0925,0.00045,69.94598765432099
50,52,18,53,81,18,0.3,0.0725,0.0003375,68.51851851851852
51,30,19,44,55,14,0.8,0.0225,0.0005625,71.68209876543209
52,33,28,41,71,11,0.4,0.0925,0.0009,69.75308641975309
53,33,31,30,75,22,0.5,0.0125,0.00045,70.40895061728395
54,38,14,33,63,23,0.6000000000000001,0.0625,0.0007875,69.9074074074074
55,30,14,44,51,13,0.7000000000000002,0.0825,0.000675,69.86882716049382
56,34,24,30,54,18,0.3,0.0525,0.00045,70.17746913580247
57,49,11,39,53,13,0.2,0.0325,0.0005625,68.24845679012346
