Unnamed: 0,n_filters_time,filter_time_length,n_filters_spat,pool_time_length,pool_time_stride,drop_prob,learning_rate_range,decay_range,accuracy
55,44,22,51,80,26,0.4,0.0525,0.0,68.20987654320987
56,36,33,43,68,24,0.7000000000000002,0.0225,0.0,71.14197530864197
57,35,31,48,71,26,0.7000000000000002,0.0125,0.000225,71.21913580246914
58,32,35,51,74,15,0.8,0.0425,0.00045,71.21913580246913
59,28,32,53,71,23,0.6000000000000001,0.0225,0.0001125,70.67901234567901
60,37,26,37,56,28,0.4,0.0725,0.0,67.66975308641975
61,52,32,53,51,28,0.8,0.0625,0.0003375,73.37962962962963
62,45,22,47,76,15,0.7000000000000002,0.0625,0.0,71.14197530864197
63,44,13,36,61,23,0.8,0.0825,0.000225,70.79475308641976
64,39,14,39,62,17,0.5,0.0425,0.0009,69.56018518518518
65,40,25,51,63,26,0.3,0.0625,0.000225,66.51234567901234
66,41,14,44,61,29,0.7000000000000002,0.0925,0.0009,71.33487654320987
67,29,10,50,61,14,0.5,0.0625,0.0009,70.21604938271604
68,27,14,33,64,10,0.8,0.0925,0.0007875,67.51543209876543
69,48,29,25,67,11,0.5,0.0125,0.00045,70.79475308641975
70,39,29,44,69,26,0.4,0.0925,0.0,66.04938271604938
71,27,24,26,52,23,0.2,0.0725,0.000225,66.89814814814815
72,41,32,26,51,13,0.5,0.0125,0.0009,70.83333333333333
73,36,13,44,64,17,0.4,0.0825,0.0003375,68.59567901234567
74,27,13,32,64,15,0.5,0.0125,0.0005625,69.48302469135803
75,47,13,26,80,28,0.2,0.0725,0.000225,65.77932098765432
76,54,18,37,75,19,0.2,0.0325,0.00045,66.51234567901234
77,25,22,29,73,12,0.2,0.0325,0.0005625,69.86882716049384
78,46,31,47,68,16,0.8,0.0325,0.0,71.83641975308643
79,35,34,38,69,29,0.6000000000000001,0.0825,0.0007875,70.64043209876543
80,34,17,49,73,10,0.2,0.0725,0.0001125,67.63117283950618
81,34,16,45,61,23,0.4,0.0325,0.000225,69.7145061728395
82,41,27,41,57,22,0.2,0.0825,0.000675,67.74691358024693
83,53,15,27,53,19,0.8,0.0925,0.0,67.82407407407408
84,52,35,46,71,21,0.5,0.0925,0.000225,68.71141975308643
85,33,12,39,78,16,0.3,0.0725,0.0003375,67.97839506172839
86,48,32,35,78,11,0.4,0.0725,0.0005625,69.48302469135803
87,54,24,35,77,27,0.5,0.0525,0.000675,69.3287037037037
88,28,17,25,59,14,0.7000000000000002,0.0225,0.0001125,70.60185185185186
89,32,14,28,56,21,0.8,0.0925,0.00045,69.63734567901234
90,54,17,42,61,12,0.3,0.0625,0.000675,69.44444444444444
91,32,16,26,78,17,0.4,0.0125,0.000675,69.7145061728395
92,27,26,26,67,14,0.3,0.0625,0.00045,69.25154320987654
93,45,35,25,82,20,0.7000000000000002,0.0325,0.0007875,71.25771604938272
94,25,11,33,72,26,0.7000000000000002,0.0125,0.0001125,71.52777777777777
95,48,13,26,61,26,0.8,0.0325,0.0,72.83950617283952
96,27,14,44,66,16,0.4,0.0325,0.0003375,68.63425925925927
97,42,15,43,78,22,0.2,0.0325,0.0005625,68.47993827160494
98,39,34,44,61,22,0.7000000000000002,0.0225,0.0007875,73.0324074074074
99,43,26,47,69,18,0.2,0.0125,0.0005625,68.9429012345679
100,41,32,53,63,17,0.8,0.0125,0.0005625,71.83641975308643
0,40,25,40,75,15,0.5,0.0625,0.0,71.91358
1,47,28,28,71,19,0.2,0.0725,0.0007875,68.05555555555557
2,33,26,45,80,28,0.7000000000000002,0.0625,0.0007875,71.14197530864197
3,54,12,45,57,11,0.8,0.0125,0.000675,70.94907407407408
4,36,16,30,75,24,0.2,0.0825,0.0,66.20370370370371
5,30,30,44,55,24,0.6000000000000001,0.0625,0.00045,70.83333333333333
6,45,20,41,70,20,0.7000000000000002,0.0325,0.00045,72.18364197530865
7,35,13,29,59,18,0.3,0.0625,0.000675,67.66975308641975
8,49,26,46,51,23,0.8,0.0825,0.0003375,71.99074074074075
9,31,34,31,63,10,0.5,0.0225,0.0001125,71.83641975308642
10,34,17,47,79,25,0.3,0.0225,0.00045,67.51543209876542
11,47,15,27,55,16,0.5,0.0325,0.0007875,69.3287037037037
12,50,23,37,62,19,0.5,0.0425,0.000225,70.13888888888887
13,33,23,33,76,15,0.6000000000000001,0.0225,0.0,71.60493827160494
14,48,34,26,70,13,0.3,0.0225,0.000225,68.90432098765433
15,41,33,42,77,12,0.4,0.0825,0.0,70.21604938271605
16,25,34,37,73,19,0.7000000000000002,0.0925,0.0009,71.14197530864197
17,31,28,34,74,25,0.7000000000000002,0.0625,0.00045,70.94907407407408
18,34,12,53,50,14,0.8,0.0325,0.000225,71.06481481481484
19,54,22,52,61,26,0.8,0.0425,0.000225,72.26080246913581
20,54,20,45,78,20,0.6000000000000001,0.0625,0.0009,68.82716049382717
21,49,31,50,63,15,0.5,0.0825,0.0,69.44444444444446
22,28,34,35,57,22,0.2,0.0125,0.0005625,69.21296296296298
23,51,16,46,81,24,0.3,0.0225,0.0005625,68.05555555555556
24,50,11,32,77,15,0.5,0.0225,0.0003375,69.44444444444444
25,32,25,47,67,27,0.4,0.0925,0.0001125,67.66975308641976
26,35,33,51,59,15,0.8,0.0425,0.000675,72.87808641975309
27,25,34,31,66,26,0.4,0.0525,0.000225,68.67283950617283
28,54,30,45,56,14,0.4,0.0325,0.0,70.60185185185185
29,46,19,32,67,16,0.3,0.0625,0.0009,69.36728395061728
30,47,19,48,51,12,0.8,0.0425,0.00045,71.99074074074073
31,29,10,41,76,27,0.2,0.0125,0.0001125,67.43827160493828
32,50,29,31,69,18,0.6000000000000001,0.0525,0.0,70.91049382716048
33,29,21,28,60,16,0.6000000000000001,0.0125,0.0009,70.56327160493827
34,42,33,35,75,24,0.5,0.0825,0.0009,68.01697530864197
35,35,35,29,73,28,0.7000000000000002,0.0525,0.000675,71.75925925925927
36,41,29,29,69,23,0.6000000000000001,0.0625,0.000225,70.40895061728396
37,50,32,47,72,25,0.7000000000000002,0.0825,0.0001125,70.75617283950618
38,44,12,43,53,13,0.4,0.0425,0.0009,68.78858024691358
39,33,35,28,58,26,0.8,0.0525,0.0007875,73.37962962962962
40,26,31,41,54,21,0.7000000000000002,0.0925,0.0007875,71.83641975308643
41,49,24,34,50,10,0.5,0.0925,0.0003375,70.21604938271605
42,45,11,46,73,15,0.8,0.0425,0.0,70.56327160493827
43,43,11,44,74,18,0.2,0.0425,0.0007875,67.93981481481482
44,53,10,31,57,12,0.3,0.0325,0.000225,69.7145061728395
45,47,21,46,70,12,0.4,0.0525,0.00045,70.02314814814814
46,47,29,27,54,21,0.2,0.0825,0.0003375,67.36111111111111
47,29,28,27,56,18,0.7000000000000002,0.0625,0.0001125,69.79166666666667
48,25,21,51,52,10,0.8,0.0225,0.0003375,72.33796296296295
49,47,32,27,79,15,0.4,0.0825,0.000225,69.83024691358024
50,49,19,52,77,10,0.7000000000000002,0.0825,0.0009,70.3317901234568
51,47,17,35,56,23,0.3,0.0625,0.00045,67.86265432098766
52,41,10,46,60,15,0.2,0.0225,0.0009,66.78240740740742
53,44,19,53,65,10,0.3,0.0725,0.0007875,69.86882716049384
54,50,19,44,50,18,0.6000000000000001,0.0925,0.0005625,69.63734567901234
55,44,13,47,78,19,0.2,0.0325,0.000675,67.47685185185185
56,26,35,39,59,15,0.2,0.0425,0.0,69.3287037037037
57,48,15,42,70,14,0.4,0.0125,0.0,68.74999999999999
58,49,19,30,76,19,0.4,0.0625,0.000675,68.51851851851853
59,36,20,26,81,23,0.4,0.0125,0.000225,70.29320987654322
60,51,32,41,60,27,0.4,0.0125,0.00045,69.17438271604938
61,54,28,50,81,26,0.7000000000000002,0.0225,0.0001125,70.02314814814815
62,47,24,40,78,17,0.2,0.0225,0.000225,68.3641975308642
63,50,24,31,60,15,0.5,0.0325,0.0003375,70.40895061728395
64,47,32,30,61,25,0.5,0.0925,0.0009,69.02006172839506
65,44,30,49,53,25,0.5,0.0825,0.000675,69.36728395061728
66,34,28,43,55,11,0.4,0.0325,0.0009,70.75617283950618
67,25,13,41,51,29,0.2,0.0225,0.0007875,68.01697530864197
68,31,35,43,58,26,0.3,0.0525,0.000675,66.04938271604938
69,52,28,31,63,11,0.7000000000000002,0.0525,0.0003375,72.68518518518519
70,31,20,47,68,23,0.6000000000000001,0.0725,0.0009,70.60185185185185
71,44,22,35,58,25,0.3,0.0225,0.0007875,69.05864197530863
72,38,28,41,61,18,0.2,0.0625,0.0007875,67.59259259259258
73,31,24,53,73,28,0.6000000000000001,0.0325,0.000675,68.86574074074072
74,26,31,47,66,22,0.7000000000000002,0.0625,0.0001125,71.79783950617283
75,34,35,38,50,20,0.6000000000000001,0.0125,0.0003375,71.48919753086419
76,43,14,48,75,11,0.3,0.0125,0.000675,69.09722222222223
77,29,20,44,71,25,0.3,0.0225,0.0001125,67.43827160493828
78,39,33,52,52,18,0.6000000000000001,0.0725,0.00045,70.8719135802469
79,39,11,28,78,16,0.2,0.0925,0.000225,68.74999999999999
80,35,19,38,51,15,0.2,0.0125,0.0003375,70.37037037037037
81,33,30,53,66,10,0.7000000000000002,0.0725,0.0,71.75925925925927
82,54,21,44,81,20,0.2,0.0925,0.0,66.74382716049382
83,54,32,36,79,16,0.2,0.0625,0.0001125,68.90432098765433
84,36,14,35,75,27,0.2,0.0825,0.0,65.58641975308642
85,28,32,43,54,11,0.2,0.0325,0.0001125,69.44444444444444
86,39,28,39,65,19,0.8,0.0325,0.0001125,71.64351851851853
87,46,22,38,65,12,0.6000000000000001,0.0525,0.0005625,71.91358024691357
88,46,30,27,65,22,0.4,0.0625,0.0009,68.90432098765433
89,34,29,28,80,29,0.7000000000000002,0.0825,0.0,73.07098765432099
90,38,35,28,59,22,0.4,0.0325,0.0009,70.60185185185185
91,35,14,43,64,26,0.6000000000000001,0.0325,0.0,70.83333333333333
92,37,18,32,77,12,0.6000000000000001,0.0725,0.0,68.75
93,53,22,52,60,10,0.8,0.0225,0.000675,71.06481481481482
94,42,30,41,77,15,0.5,0.0525,0.000675,69.48302469135803
95,44,32,31,52,18,0.2,0.0225,0.00045,67.82407407407408
96,26,33,29,57,29,0.6000000000000001,0.0125,0.000675,72.60802469135803
97,37,25,33,80,21,0.7000000000000002,0.0125,0.0001125,72.02932098765432
98,37,18,37,62,11,0.8,0.0625,0.0001125,71.99074074074075
99,49,24,43,79,16,0.4,0.0625,0.0007875,69.09722222222223
100,29,17,36,63,18,0.5,0.0825,0.00045,70.25462962962962
0,40,25,40,75,15,0.5,0.0625,0.0,71.91358
1,35,27,49,54,21,0.8,0.0225,0.0009,72.4537037037037
2,48,24,33,74,18,0.7000000000000002,0.0525,0.0001125,71.41203703703704
3,48,19,28,50,13,0.8,0.0725,0.00045,68.90432098765433
4,42,16,41,78,25,0.2,0.0725,0.0005625,64.77623456790123
5,40,19,53,52,20,0.4,0.0325,0.0003375,69.25154320987654
6,52,23,25,67,19,0.2,0.0725,0.0009,67.16820987654322
7,40,19,47,56,13,0.4,0.0325,0.000675,69.67592592592592
8,32,12,28,65,19,0.4,0.0225,0.0003375,69.25154320987654
9,34,24,51,51,15,0.7000000000000002,0.0125,0.0001125,71.41203703703704
10,54,10,52,67,12,0.5,0.0225,0.0009,69.83024691358025
11,26,26,48,50,24,0.4,0.0525,0.0009,68.1712962962963
12,26,26,46,51,26,0.2,0.0925,0.0009,65.85648148148148
13,43,31,28,74,15,0.6000000000000001,0.0425,0.00045,70.44753086419752
14,43,22,49,73,29,0.8,0.0225,0.0007875,73.30246913580248
15,49,10,28,67,26,0.2,0.0625,0.0007875,66.35802469135803
16,31,12,37,57,23,0.4,0.0125,0.00045,68.75
17,32,11,25,61,21,0.3,0.0225,0.0005625,68.71141975308643
18,39,29,40,72,23,0.2,0.0825,0.0005625,67.51543209876543
19,30,14,39,72,20,0.5,0.0625,0.000225,69.17438271604938
20,25,20,33,65,20,0.2,0.0125,0.0007875,69.48302469135803
21,26,21,25,68,12,0.7000000000000002,0.0225,0.0005625,71.14197530864197
22,40,14,48,66,28,0.3,0.0425,0.0003375,66.7824074074074
23,25,15,37,79,15,0.6000000000000001,0.0625,0.0009,69.44444444444444
24,35,24,42,77,11,0.2,0.0225,0.000675,70.37037037037038
25,46,34,45,67,29,0.2,0.0325,0.00045,64.81481481481481
26,34,27,51,73,20,0.8,0.0625,0.0009,71.21913580246914
27,38,13,34,66,28,0.4,0.0725,0.0,68.78858024691357
28,33,16,43,79,25,0.3,0.0925,0.0001125,67.66975308641975
29,25,17,33,80,20,0.8,0.0925,0.0009,70.17746913580248
30,43,35,38,61,11,0.5,0.0625,0.0,70.25462962962962
31,33,20,41,51,27,0.8,0.0625,0.0005625,71.95216049382717
32,36,31,43,68,16,0.3,0.0325,0.00045,69.56018518518518
33,48,25,53,65,10,0.2,0.0225,0.0001125,70.52469135802468
34,42,14,31,68,18,0.3,0.0525,0.000675,69.29012345679011
35,32,34,27,79,21,0.4,0.0425,0.000675,69.86882716049382
36,44,22,53,58,20,0.4,0.0625,0.0005625,70.10030864197532
37,42,13,39,62,10,0.7000000000000002,0.0425,0.0009,70.06172839506172
38,47,34,27,72,27,0.2,0.0725,0.000675,65.47067901234567
39,28,10,27,51,11,0.8,0.0325,0.0007875,71.06481481481481
40,29,19,37,71,25,0.4,0.0825,0.0001125,68.78858024691358
41,29,24,53,59,27,0.5,0.0525,0.0005625,67.93981481481482
42,25,26,38,79,22,0.3,0.0525,0.00045,66.66666666666667
43,36,33,50,58,14,0.4,0.0625,0.0007875,69.83024691358024
44,47,28,32,55,25,0.8,0.0325,0.000675,72.72376543209877
45,33,19,34,65,21,0.8,0.0825,0.0001125,71.91358024691358
46,47,28,32,65,15,0.8,0.0125,0.0005625,72.33796296296298
47,39,10,40,79,15,0.4,0.0625,0.00045,67.55401234567903
48,49,30,45,54,20,0.8,0.0925,0.0007875,72.72376543209876
49,54,16,43,69,22,0.6000000000000001,0.0425,0.0007875,69.75308641975309
50,45,18,25,79,28,0.8,0.0925,0.000225,71.33487654320987
51,29,21,50,77,23,0.5,0.0425,0.0005625,68.67283950617283
52,33,23,53,64,17,0.3,0.0925,0.0003375,68.20987654320987
53,41,31,43,63,25,0.4,0.0825,0.000675,67.24537037037038
54,45,20,44,60,28,0.7000000000000002,0.0725,0.0001125,71.56635802469135
55,31,30,36,76,15,0.6000000000000001,0.0725,0.0009,71.60493827160494
56,37,24,27,72,13,0.2,0.0225,0.0005625,68.17129629629629
57,41,32,28,61,19,0.5,0.0125,0.000225,71.25771604938272
58,53,35,25,50,29,0.3,0.0225,0.0003375,67.01388888888889
59,36,22,30,82,24,0.2,0.0325,0.000675,66.82098765432099
60,28,20,30,59,15,0.8,0.0625,0.0009,70.83333333333334
61,39,24,30,65,24,0.6000000000000001,0.0825,0.000675,70.48611111111111
62,28,10,31,67,14,0.8,0.0125,0.000675,70.94907407407408
63,52,35,49,55,19,0.8,0.0825,0.000675,72.87808641975309
64,54,26,45,65,22,0.4,0.0225,0.0009,68.90432098765433
65,32,15,34,52,16,0.4,0.0525,0.000225,69.75308641975309
66,43,21,27,59,23,0.4,0.0325,0.000225,69.63734567901234
67,50,11,45,74,27,0.4,0.0625,0.0003375,67.86265432098764
68,54,18,39,55,11,0.8,0.0525,0.0005625,70.91049382716048
69,34,29,42,59,14,0.4,0.0725,0.0005625,69.67592592592592
70,27,18,48,53,15,0.8,0.0225,0.0009,71.72067901234567
71,40,17,30,57,13,0.5,0.0925,0.000225,68.63425925925927
72,46,25,26,72,16,0.7000000000000002,0.0925,0.000225,68.9429012345679
73,34,15,41,53,18,0.5,0.0125,0.0009,70.9104938271605
74,28,10,26,57,11,0.4,0.0825,0.0007875,69.05864197530865
75,34,30,46,80,12,0.8,0.0825,0.000225,71.83641975308643
76,31,25,35,66,10,0.6000000000000001,0.0225,0.0003375,71.41203703703704
77,37,13,30,69,29,0.7000000000000002,0.0525,0.0007875,71.64351851851852
78,32,22,46,81,29,0.7000000000000002,0.0825,0.0003375,72.02932098765433
79,34,20,33,70,20,0.6000000000000001,0.0425,0.0003375,70.06172839506172
80,25,18,32,62,29,0.2,0.0825,0.0007875,64.50617283950618
81,31,33,28,51,17,0.2,0.0825,0.00045,68.71141975308643
82,38,32,32,77,27,0.4,0.0325,0.0003375,68.90432098765433
