param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,accuracy,subject_id,avg_accuracy
n_filters_time,filter_time_length,n_filters_spat,pool_time_length,pool_time_stride,drop_prob,learning_rate_range,decay_range,accuracy,subject_id,0.0
41,24,41,77,24,0.6000000000000001,0.0625,0.000225,0.5941878033082055,2,0.560976401673672
41,24,41,77,24,0.6000000000000001,0.0625,0.000225,0.6332886810970308,3,0.560976401673672
51,24,52,71,14,0.5,0.0725,0.0009,0.3223464717153419,1,0.537206955686752
51,24,52,71,14,0.5,0.0725,0.0009,0.5541058770335116,2,0.537206955686752
51,24,52,71,14,0.5,0.0725,0.0009,0.7351685183114026,3,0.537206955686752
33,28,45,64,23,0.6000000000000001,0.0125,0.000675,0.3894591266738374,1,0.5563459017030236
33,28,45,64,23,0.6000000000000001,0.0125,0.000675,0.5474052431982406,2,0.5563459017030236
33,28,45,64,23,0.6000000000000001,0.0125,0.000675,0.7321733352369926,3,0.5563459017030236
50,19,41,64,28,0.7000000000000002,0.0625,0.0,0.03917174014546754,1,0.20657834630084104
50,19,41,64,28,0.7000000000000002,0.0625,0.0,0.2863931334818641,2,0.20657834630084104
50,19,41,64,28,0.7000000000000002,0.0625,0.0,0.2941701652751915,3,0.20657834630084104
48,23,52,57,17,0.8,0.0425,0.0001125,0.1295643511078943,1,0.33142519646815555
48,23,52,57,17,0.8,0.0425,0.0001125,0.3952314640487987,2,0.33142519646815555
48,23,52,57,17,0.8,0.0425,0.0001125,0.4694797742477735,3,0.33142519646815555
51,32,28,61,24,0.6000000000000001,0.0925,0.0007875,0.2376738465128664,1,0.3244334354790471
51,32,28,61,24,0.6000000000000001,0.0925,0.0007875,0.3800499359430617,2,0.3244334354790471
51,32,28,61,24,0.6000000000000001,0.0925,0.0007875,0.3555765239812133,3,0.3244334354790471
47,34,49,62,10,0.5,0.0425,0.000225,0.4697768325971312,1,0.541984010831257
47,34,49,62,10,0.5,0.0425,0.000225,0.6657063712046001,2,0.541984010831257
47,34,49,62,10,0.5,0.0425,0.000225,0.4904688286920398,3,0.541984010831257
26,32,32,60,22,0.6000000000000001,0.0425,0.0007875,0.2827228996470383,1,0.43046083503573523
26,32,32,60,22,0.6000000000000001,0.0425,0.0007875,0.4558274815403526,2,0.43046083503573523
26,32,32,60,22,0.6000000000000001,0.0425,0.0007875,0.5528321239198148,3,0.43046083503573523
39,11,30,64,13,0.3,0.0125,0.0003375,0.5856483617846078,1,0.6861430281110662
39,11,30,64,13,0.3,0.0125,0.0003375,0.6698823749790435,2,0.6861430281110662
39,11,30,64,13,0.3,0.0125,0.0003375,0.8028983475695473,3,0.6861430281110662
52,31,25,73,27,0.3,0.0325,0.0009,0.5404876927473066,1,0.6419612789971537
52,31,25,73,27,0.3,0.0325,0.0009,0.6361806910795156,2,0.6419612789971537
52,31,25,73,27,0.3,0.0325,0.0009,0.749215453164639,3,0.6419612789971537
40,21,41,76,17,0.2,0.0525,0.0,0.3937102387209899,1,0.509826370528763
40,21,41,76,17,0.2,0.0525,0.0,0.4992539160963972,2,0.509826370528763
40,21,41,76,17,0.2,0.0525,0.0,0.6365149567689018,3,0.509826370528763
36,12,52,55,24,0.5,0.0125,0.00045,0.6143348079271561,1,0.6673716634165524
36,12,52,55,24,0.5,0.0125,0.00045,0.6654192454535777,2,0.6673716634165524
36,12,52,55,24,0.5,0.0125,0.00045,0.7223609368689233,3,0.6673716634165524
48,12,52,81,22,0.8,0.0325,0.0003375,0.1666658070315853,1,0.2868478666479084
48,12,52,81,22,0.8,0.0325,0.0003375,0.322921987483362,2,0.2868478666479084
48,12,52,81,22,0.8,0.0325,0.0003375,0.3709558054287779,3,0.2868478666479084
37,13,45,59,29,0.6000000000000001,0.0825,0.0,0.1081896852376167,1,0.3545099726846561
37,13,45,59,29,0.6000000000000001,0.0825,0.0,0.4876816777820551,2,0.3545099726846561
37,13,45,59,29,0.6000000000000001,0.0825,0.0,0.4676585550342965,3,0.3545099726846561
41,29,41,77,10,0.5,0.0625,0.0,0.2641236683797472,1,0.4682779357940967
41,29,41,77,10,0.5,0.0625,0.0,0.3939811680700264,2,0.4682779357940967
41,29,41,77,10,0.5,0.0625,0.0,0.7467289709325164,3,0.4682779357940967
41,24,43,53,17,0.7000000000000002,0.0625,0.000675,0.1666347394392308,1,0.3652736470222106
41,24,43,53,17,0.7000000000000002,0.0625,0.000675,0.4066774713272333,2,0.3652736470222106
41,24,43,53,17,0.7000000000000002,0.0625,0.000675,0.5225087303001676,3,0.3652736470222106
50,27,30,61,13,0.3,0.0525,0.000675,0.3545070789847705,1,0.47401354538924584
50,27,30,61,13,0.3,0.0525,0.000675,0.5250111114975606,2,0.47401354538924584
50,27,30,61,13,0.3,0.0525,0.000675,0.5425224456854063,3,0.47401354538924584
35,22,48,54,24,0.3,0.0725,0.0003375,0.3456913760805829,1,0.38602017880911976
35,22,48,54,24,0.3,0.0725,0.0003375,0.4662666700554297,2,0.38602017880911976
35,22,48,54,24,0.3,0.0725,0.0003375,0.3461024902913467,3,0.38602017880911976
51,13,53,54,20,0.7000000000000002,0.0925,0.0,0.1231534885089371,1,0.3016570006725978
51,13,53,54,20,0.7000000000000002,0.0925,0.0,0.4006545734519271,2,0.3016570006725978
51,13,53,54,20,0.7000000000000002,0.0925,0.0,0.3811629400569292,3,0.3016570006725978
48,35,32,58,12,0.3,0.0225,0.00045,0.6768567014156421,1,0.5449360855334356
48,35,32,58,12,0.3,0.0225,0.00045,0.3572992217647081,2,0.5449360855334356
48,35,32,58,12,0.3,0.0225,0.00045,0.6006523334199569,3,0.5449360855334356
44,34,27,64,11,0.5,0.0625,0.000675,0.2090367599247769,1,0.37377307336215254
44,34,27,64,11,0.5,0.0625,0.000675,0.4945255154074817,2,0.37377307336215254
44,34,27,64,11,0.5,0.0625,0.000675,0.4177569447541991,3,0.37377307336215254
46,33,40,77,17,0.4,0.0225,0.0001125,0.7084679761839797,1,0.6236016832915064
46,33,40,77,17,0.4,0.0225,0.0001125,0.5777210317747568,2,0.6236016832915064
46,33,40,77,17,0.4,0.0225,0.0001125,0.5846160419157829,3,0.6236016832915064
26,27,34,57,20,0.2,0.0825,0.0007875,0.3172171715394293,1,0.4217007507565503
26,27,34,57,20,0.2,0.0825,0.0007875,0.5803589817623289,2,0.4217007507565503
26,27,34,57,20,0.2,0.0825,0.0007875,0.3675260989678927,3,0.4217007507565503
51,18,36,80,24,0.6000000000000001,0.0625,0.0,0.361191235238427,1,0.3974600147946563
51,18,36,80,24,0.6000000000000001,0.0625,0.0,0.3834465789535908,2,0.3974600147946563
51,18,36,80,24,0.6000000000000001,0.0625,0.0,0.4477422301919511,3,0.3974600147946563
31,29,51,54,23,0.6000000000000001,0.0725,0.0009,0.3052696917588339,1,0.3823620984675653
31,29,51,54,23,0.6000000000000001,0.0725,0.0009,0.4381108581596034,2,0.3823620984675653
31,29,51,54,23,0.6000000000000001,0.0725,0.0009,0.4037057454842585,3,0.3823620984675653
45,11,28,74,24,0.4,0.0425,0.0007875,0.266250392752126,1,0.47636195436498713
45,11,28,74,24,0.4,0.0425,0.0007875,0.5107630118291733,2,0.47636195436498713
45,11,28,74,24,0.4,0.0425,0.0007875,0.6520724585136621,3,0.47636195436498713
28,19,42,63,20,0.8,0.0325,0.000225,0.04645466415856592,1,0.3245521762477228
28,19,42,63,20,0.8,0.0325,0.000225,0.3836713498569575,2,0.3245521762477228
28,19,42,63,20,0.8,0.0325,0.000225,0.543530514727645,3,0.3245521762477228
46,16,42,51,28,0.3,0.0825,0.0003375,0.1177048200424482,1,0.3342076284831412
46,16,42,51,28,0.3,0.0825,0.0003375,0.5254968813578312,2,0.3342076284831412
46,16,42,51,28,0.3,0.0825,0.0003375,0.3594211840491441,3,0.3342076284831412
47,18,44,75,29,0.5,0.0425,0.0007875,0.5113121563610051,1,0.4944430397013441
47,18,44,75,29,0.5,0.0425,0.0007875,0.4239884292179953,2,0.4944430397013441
47,18,44,75,29,0.5,0.0425,0.0007875,0.5480285335250319,3,0.4944430397013441
48,18,46,53,27,0.4,0.0325,0.0005625,0.3680633027520762,1,0.4578980622860446
48,18,46,53,27,0.4,0.0325,0.0005625,0.5912686990409717,2,0.4578980622860446
48,18,46,53,27,0.4,0.0325,0.0005625,0.4143621850650859,3,0.4578980622860446
39,30,38,72,16,0.6000000000000001,0.0225,0.0001125,0.485450233830923,1,0.547500939281144
39,30,38,72,16,0.6000000000000001,0.0225,0.0001125,0.5551122540982822,2,0.547500939281144
39,30,38,72,16,0.6000000000000001,0.0225,0.0001125,0.6019403299142266,3,0.547500939281144
30,13,30,78,21,0.6000000000000001,0.0325,0.0005625,0.2685358982184299,1,0.3305766850409059
30,13,30,78,21,0.6000000000000001,0.0325,0.0005625,0.3848733326640045,2,0.3305766850409059
30,13,30,78,21,0.6000000000000001,0.0325,0.0005625,0.3383208242402833,3,0.3305766850409059
27,17,46,52,22,0.7000000000000002,0.0925,0.000225,0.2525305756290755,1,0.36785530228786456
27,17,46,52,22,0.7000000000000002,0.0925,0.000225,0.4250938931552188,2,0.36785530228786456
27,17,46,52,22,0.7000000000000002,0.0925,0.000225,0.4259414380792994,3,0.36785530228786456
27,12,43,79,20,0.5,0.0825,0.000225,0.03483516330951009,1,0.2839816719554193
27,12,43,79,20,0.5,0.0825,0.000225,0.3371323599196066,2,0.2839816719554193
27,12,43,79,20,0.5,0.0825,0.000225,0.4799774926371412,3,0.2839816719554193
39,14,44,63,15,0.3,0.0725,0.0003375,0.2928388016132497,1,0.29383243894870925
39,14,44,63,15,0.3,0.0725,0.0003375,0.3038384627011782,2,0.29383243894870925
39,14,44,63,15,0.3,0.0725,0.0003375,0.2848200525316998,3,0.29383243894870925
45,21,30,61,23,0.7000000000000002,0.0325,0.000225,0.2067209989817146,1,0.3773496936242194
45,21,30,61,23,0.7000000000000002,0.0325,0.000225,0.4264609786686647,2,0.3773496936242194
45,21,30,61,23,0.7000000000000002,0.0325,0.000225,0.4988671032222788,3,0.3773496936242194
45,25,37,76,26,0.5,0.0225,0.0001125,0.5867744459550899,1,0.6464310992269969
45,25,37,76,26,0.5,0.0225,0.0001125,0.6151834878178539,2,0.6464310992269969
45,25,37,76,26,0.5,0.0225,0.0001125,0.7373353639080469,3,0.6464310992269969
49,11,48,63,12,0.5,0.0725,0.0005625,0.4884491737283174,1,0.4616208502956823
49,11,48,63,12,0.5,0.0725,0.0005625,0.43823492742638,2,0.4616208502956823
49,11,48,63,12,0.5,0.0725,0.0005625,0.4581784497323496,3,0.4616208502956823
28,24,35,50,13,0.7000000000000002,0.0825,0.0003375,0.1099100801046301,1,0.3179858363114439
28,24,35,50,13,0.7000000000000002,0.0825,0.0003375,0.384550486634507,2,0.3179858363114439
28,24,35,50,13,0.7000000000000002,0.0825,0.0003375,0.4594969421951945,3,0.3179858363114439
39,11,36,78,16,0.5,0.0125,0.0009,0.3771013383575841,1,0.5800424710473896
39,11,36,78,16,0.5,0.0125,0.0009,0.5925047251514203,2,0.5800424710473896
39,11,36,78,16,0.5,0.0125,0.0009,0.7705213496331643,3,0.5800424710473896
51,14,39,61,18,0.2,0.0125,0.0003375,0.6043696361133515,1,0.7105176819801841
51,14,39,61,18,0.2,0.0125,0.0003375,0.7046396938705201,2,0.7105176819801841
51,14,39,61,18,0.2,0.0125,0.0003375,0.8225437159566804,3,0.7105176819801841
39,17,33,70,16,0.7000000000000002,0.0825,0.0003375,0.2402665098690643,1,0.3524345018989174
39,17,33,70,16,0.7000000000000002,0.0825,0.0003375,0.4112776912968162,2,0.3524345018989174
39,17,33,70,16,0.7000000000000002,0.0825,0.0003375,0.4057593045308715,3,0.3524345018989174
31,32,27,70,20,0.3,0.0625,0.0005625,0.4839943391886889,1,0.5540529249484885
31,32,27,70,20,0.3,0.0625,0.0005625,0.640166904921718,2,0.5540529249484885
31,32,27,70,20,0.3,0.0625,0.0005625,0.5379975307350585,3,0.5540529249484885
26,24,53,78,21,0.5,0.0625,0.000225,0.1583738110328626,1,0.44363072902055595
26,24,53,78,21,0.5,0.0625,0.000225,0.5462992420204782,2,0.44363072902055595
26,24,53,78,21,0.5,0.0625,0.000225,0.6262191340083271,3,0.44363072902055595
35,26,34,82,26,0.5,0.0525,0.000675,0.4844022044588346,1,0.6280867549076845
35,26,34,82,26,0.5,0.0525,0.000675,0.6836250300491038,2,0.6280867549076845
35,26,34,82,26,0.5,0.0525,0.000675,0.7162330302151152,3,0.6280867549076845
26,22,30,72,15,0.4,0.0125,0.00045,0.4082020470666493,1,0.5705007246162864
26,22,30,72,15,0.4,0.0125,0.00045,0.74120492553001,2,0.5705007246162864
26,22,30,72,15,0.4,0.0125,0.00045,0.5620952012522,3,0.5705007246162864
40,11,52,72,22,0.8,0.0925,0.0005625,0.1188315276721112,1,0.3167444159125479
40,11,52,72,22,0.8,0.0925,0.0005625,0.3317577997787614,2,0.3167444159125479
40,11,52,72,22,0.8,0.0925,0.0005625,0.4996439202867711,3,0.3167444159125479
48,13,48,58,19,0.8,0.0525,0.0003375,0.08229167618913169,1,0.11077997803260296
48,13,48,58,19,0.8,0.0525,0.0003375,0.06941289619645608,2,0.11077997803260296
48,13,48,58,19,0.8,0.0525,0.0003375,0.1806353617122211,3,0.11077997803260296
46,21,32,52,14,0.2,0.0425,0.000225,0.3207733804688183,1,0.47577039411833266
46,21,32,52,14,0.2,0.0425,0.000225,0.4877520389224799,2,0.47577039411833266
46,21,32,52,14,0.2,0.0425,0.000225,0.6187857629636997,3,0.47577039411833266
49,34,41,52,25,0.4,0.0725,0.0009,0.05836209098634015,1,0.2628706346855536
49,34,41,52,25,0.4,0.0725,0.0009,0.4714045319753846,2,0.2628706346855536
49,34,41,52,25,0.4,0.0725,0.0009,0.2588452810949361,3,0.2628706346855536
44,11,50,53,24,0.3,0.0925,0.0003375,0.08692622613052947,1,0.3575360257780182
44,11,50,53,24,0.3,0.0925,0.0003375,0.4338064111696558,2,0.3575360257780182
44,11,50,53,24,0.3,0.0925,0.0003375,0.5518754400338692,3,0.3575360257780182
25,35,35,53,22,0.7000000000000002,0.0225,0.0003375,0.1037824901928885,1,0.2905878819022389
25,35,35,53,22,0.7000000000000002,0.0225,0.0003375,0.379794418662993,2,0.2905878819022389
25,35,35,53,22,0.7000000000000002,0.0225,0.0003375,0.3881867368508352,3,0.2905878819022389
34,12,36,71,28,0.2,0.0925,0.0001125,0.07542825084204419,1,0.2691996243308326
34,12,36,71,28,0.2,0.0925,0.0001125,0.3334285990746183,2,0.2691996243308326
34,12,36,71,28,0.2,0.0925,0.0001125,0.3987420230758354,3,0.2691996243308326
51,10,33,76,22,0.2,0.0625,0.000675,0.3108080162843128,1,0.43990859693599615
51,10,33,76,22,0.2,0.0625,0.000675,0.5034607944898366,2,0.43990859693599615
51,10,33,76,22,0.2,0.0625,0.000675,0.505456980033839,3,0.43990859693599615
48,17,43,55,27,0.8,0.0125,0.0003375,0.1663130891971996,1,0.3317964601535876
48,17,43,55,27,0.8,0.0125,0.0003375,0.3679016700067109,2,0.3317964601535876
48,17,43,55,27,0.8,0.0125,0.0003375,0.4611746212568524,3,0.3317964601535876
49,10,31,50,26,0.5,0.0325,0.0007875,0.3298545694885903,1,0.4539061521484904
49,10,31,50,26,0.5,0.0325,0.0007875,0.4217949387461236,2,0.4539061521484904
49,10,31,50,26,0.5,0.0325,0.0007875,0.6100689482107573,3,0.4539061521484904
37,29,49,58,20,0.6000000000000001,0.0925,0.00045,0.1545045028231343,1,0.38887592261979637
37,29,49,58,20,0.6000000000000001,0.0925,0.00045,0.5000923517745024,2,0.38887592261979637
37,29,49,58,20,0.6000000000000001,0.0925,0.00045,0.5120309132617524,3,0.38887592261979637
53,17,41,72,20,0.7000000000000002,0.0425,0.000225,0.3218661305698215,1,0.3983783635892524
53,17,41,72,20,0.7000000000000002,0.0425,0.000225,0.4735407605201893,2,0.3983783635892524
53,17,41,72,20,0.7000000000000002,0.0425,0.000225,0.3997281996777465,3,0.3983783635892524
42,21,38,58,18,0.3,0.0325,0.0005625,0.3787229756026613,1,0.5623183919073279
42,21,38,58,18,0.3,0.0325,0.0005625,0.6429215570999969,2,0.5623183919073279
42,21,38,58,18,0.3,0.0325,0.0005625,0.6653106430193254,3,0.5623183919073279
32,25,27,71,25,0.5,0.0525,0.000225,0.4704599838633881,1,0.5641509261997532
32,25,27,71,25,0.5,0.0525,0.000225,0.575065975878148,2,0.5641509261997532
32,25,27,71,25,0.5,0.0525,0.000225,0.6469268188577233,3,0.5641509261997532
37,12,53,75,25,0.2,0.0325,0.0001125,0.5021596724329744,1,0.5346386010017282
37,12,53,75,25,0.2,0.0325,0.0001125,0.6302305461271887,2,0.5346386010017282
37,12,53,75,25,0.2,0.0325,0.0001125,0.4715255844450217,3,0.5346386010017282
53,24,38,52,15,0.4,0.0325,0.00045,0.1999463710446575,1,0.476920556912727
53,24,38,52,15,0.4,0.0325,0.00045,0.5600118624936344,2,0.476920556912727
53,24,38,52,15,0.4,0.0325,0.00045,0.6708034371998891,3,0.476920556912727
29,15,28,73,17,0.5,0.0725,0.000675,0.1907828862631599,1,0.3339669911571776
29,15,28,73,17,0.5,0.0725,0.000675,0.5191158243475436,2,0.3339669911571776
29,15,28,73,17,0.5,0.0725,0.000675,0.2920022628608292,3,0.3339669911571776
25,11,28,53,19,0.8,0.0425,0.000675,0.01559757758117941,1,0.21762333531048808
25,11,28,53,19,0.8,0.0425,0.000675,0.2844560584675325,2,0.21762333531048808
25,11,28,53,19,0.8,0.0425,0.000675,0.3528163698827523,3,0.21762333531048808
43,16,52,55,28,0.7000000000000002,0.0225,0.0007875,0.2864336573284439,1,0.33024167659905673
43,16,52,55,28,0.7000000000000002,0.0225,0.0007875,0.4057161990870338,2,0.33024167659905673
43,16,52,55,28,0.7000000000000002,0.0225,0.0007875,0.2985751733816923,3,0.33024167659905673
50,29,42,54,17,0.3,0.0825,0.0,0.08871719421695856,1,0.31474723044480785
50,29,42,54,17,0.3,0.0825,0.0,0.3666331735118091,2,0.31474723044480785
50,29,42,54,17,0.3,0.0825,0.0,0.4888913236056559,3,0.31474723044480785
54,21,42,58,16,0.5,0.0825,0.00045,0.3973808950535361,1,0.5008544927859296
54,21,42,58,16,0.5,0.0825,0.00045,0.5447328964003512,2,0.5008544927859296
54,21,42,58,16,0.5,0.0825,0.00045,0.5604496869039015,3,0.5008544927859296
42,20,27,51,21,0.3,0.0725,0.0001125,0.4557164245766447,1,0.5086267022768516
42,20,27,51,21,0.3,0.0725,0.0001125,0.5143255387238916,2,0.5086267022768516
42,20,27,51,21,0.3,0.0725,0.0001125,0.5558381435300184,3,0.5086267022768516
35,30,39,78,22,0.3,0.0925,0.00045,0.5320349466790876,1,0.6524731327387002
35,30,39,78,22,0.3,0.0925,0.00045,0.6680691805497415,2,0.6524731327387002
35,30,39,78,22,0.3,0.0925,0.00045,0.7573152709872716,3,0.6524731327387002
28,30,51,70,13,0.5,0.0525,0.000225,0.1701338228612806,1,0.3411515313981626
28,30,51,70,13,0.5,0.0525,0.000225,0.4875138992106534,2,0.3411515313981626
28,30,51,70,13,0.5,0.0525,0.000225,0.3658068721225538,3,0.3411515313981626
37,31,47,73,10,0.6000000000000001,0.0725,0.0003375,0.1852575994635017,1,0.4021196309207647
