Unnamed: 0,n_filters_time,filter_time_length,n_filters_spat,pool_time_length,pool_time_stride,drop_prob,learning_rate_range,decay_range,accuracy
73,51,24,44,53,13,0.6000000000000001,0.0225,0.000675,0.5519400362000931
74,51,22,35,78,16,0.5,0.0225,0.000675,0.4563172508009847
75,29,14,40,82,14,0.4,0.0425,0.0005625,0.3319342501015003
76,35,32,37,55,22,0.6000000000000001,0.0825,0.0001125,0.3717549719537274
77,31,33,26,73,12,0.4,0.0425,0.0007875,0.476668225238644
78,37,24,51,55,29,0.3,0.0525,0.0003375,0.4908938362350592
79,41,27,26,53,20,0.3,0.0525,0.00045,0.4501268490589494
80,37,30,40,82,27,0.2,0.0525,0.0005625,0.7457615958189088
81,29,19,32,70,28,0.2,0.0225,0.0,0.6545133432953195
82,44,12,31,57,17,0.3,0.0425,0.0005625,0.4326794196805065
83,49,10,37,65,12,0.3,0.0825,0.000225,0.2842799336075443
84,35,32,33,58,12,0.5,0.0825,0.000675,0.3310268184122639
85,30,10,29,75,24,0.3,0.0525,0.0009,0.4774697221908206
86,34,34,32,52,21,0.4,0.0125,0.0007875,0.574742154466101
87,47,18,36,54,14,0.8,0.0225,0.0009,0.1476994163550488
88,54,12,27,60,29,0.7000000000000002,0.0325,0.00045,0.2827253324841237
89,25,22,33,55,22,0.4,0.0125,0.00045,0.6932207532618908
90,35,32,48,55,26,0.5,0.0625,0.00045,0.4298074005890101
91,42,33,48,78,28,0.7000000000000002,0.0525,0.000225,0.569753198931196
92,30,19,29,74,10,0.5,0.0725,0.000225,0.5007247419837587
93,49,22,33,66,25,0.7000000000000002,0.0925,0.0005625,0.2244521126253125
94,37,19,45,78,18,0.4,0.0125,0.0009,0.636574962018533
95,31,29,53,62,13,0.4,0.0725,0.0007875,0.4470471060012445
96,44,17,37,67,20,0.4,0.0925,0.0001125,0.3110780589754266
97,52,11,49,73,16,0.2,0.0925,0.0001125,0.3597151134199719
98,26,27,34,70,12,0.7000000000000002,0.0425,0.0,0.4404604918057494
99,39,21,45,61,18,0.5,0.0325,0.0,0.4730835282387704
100,47,24,37,64,20,0.7000000000000002,0.0425,0.0,0.4202090492722548
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,53,20,46,68,22,0.6000000000000001,0.0425,0.000675,0.2869981679278231
2,51,14,31,57,29,0.5,0.0425,0.000675,0.3611815736678092
3,53,35,36,61,15,0.2,0.0425,0.0001125,0.3648414025009786
4,48,34,48,50,11,0.5,0.0525,0.0,0.5530423384267685
5,45,18,33,81,24,0.4,0.0625,0.0007875,0.4488658538837173
6,25,12,41,82,15,0.4,0.0225,0.00045,0.6144707163141349
7,38,34,39,58,15,0.6000000000000001,0.0325,0.0,0.5214633923952801
8,52,15,29,69,25,0.2,0.0625,0.0009,0.4609386459066006
9,37,35,40,60,18,0.5,0.0125,0.0005625,0.5287818867190618
10,30,24,31,52,12,0.5,0.0225,0.0003375,0.3909295206299753
11,32,15,48,70,12,0.2,0.0125,0.0001125,0.8247747188923863
12,39,25,35,76,28,0.6000000000000001,0.0725,0.0009,0.5002174599965813
13,26,14,25,53,22,0.6000000000000001,0.0325,0.000675,0.3078778452703255
14,30,18,43,62,22,0.7000000000000002,0.0525,0.00045,0.4479102519036601
15,47,29,29,55,26,0.2,0.0325,0.0003375,0.3234439825350762
16,36,20,30,80,13,0.4,0.0825,0.0005625,0.3706262915634911
17,45,19,29,64,18,0.3,0.0925,0.0,0.2677588318277654
18,47,21,49,75,12,0.2,0.0225,0.0007875,0.6075269114800159
19,47,20,47,52,11,0.6000000000000001,0.0725,0.0,0.2256767967785069
20,51,12,46,82,15,0.2,0.0825,0.0001125,0.3677240024530583
21,47,23,49,72,25,0.7000000000000002,0.0325,0.0003375,0.4485213772458058
22,37,18,37,70,24,0.2,0.0625,0.0007875,0.5159183477502779
23,40,34,40,63,26,0.5,0.0125,0.0005625,0.6647342264212793
24,42,22,37,61,23,0.5,0.0725,0.000675,0.4439423261856322
25,34,23,47,56,25,0.7000000000000002,0.0125,0.00045,0.4854869610582113
26,31,19,49,66,19,0.3,0.0125,0.0005625,0.643050187850842
27,48,35,53,75,10,0.2,0.0225,0.0005625,0.6500131398527221
28,51,14,37,50,23,0.8,0.0425,0.00045,0.2563556392035174
29,46,29,25,77,15,0.2,0.0225,0.0005625,0.5000021201923199
30,26,13,37,77,23,0.6000000000000001,0.0125,0.000675,0.493048755162311
31,26,11,37,52,12,0.8,0.0625,0.0007875,0.2650367805014696
32,36,32,29,53,19,0.6000000000000001,0.0525,0.0009,0.4270793743460544
33,29,31,40,65,13,0.5,0.0925,0.0001125,0.368868123776126
34,44,16,53,62,13,0.7000000000000002,0.0125,0.0009,0.4710233070888293
35,51,25,53,63,10,0.3,0.0525,0.000225,0.4520977641856445
36,26,28,42,80,27,0.2,0.0325,0.0005625,0.7758450534283342
37,43,27,26,80,17,0.3,0.0125,0.0001125,0.619376660382236
38,35,13,37,71,24,0.3,0.0925,0.0005625,0.290033240199714
39,54,11,39,54,11,0.7000000000000002,0.0225,0.000675,0.2965819953477933
40,52,14,39,67,23,0.2,0.0125,0.000675,0.6687594361062228
41,43,31,34,56,13,0.6000000000000001,0.0925,0.000225,0.3242961369471914
42,47,22,44,57,27,0.3,0.0525,0.0003375,0.4274612259101789
43,48,33,49,71,20,0.7000000000000002,0.0525,0.0005625,0.4670509582834037
44,38,10,51,79,15,0.4,0.0725,0.0007875,0.4183065473251431
45,29,11,49,68,27,0.4,0.0625,0.0003375,0.4467653589684883
46,48,22,27,78,28,0.8,0.0325,0.0005625,0.3151283520826103
47,34,24,42,70,18,0.7000000000000002,0.0425,0.0001125,0.3523892456297671
48,47,29,36,77,17,0.7000000000000002,0.0825,0.0001125,0.400054127633817
49,29,17,45,71,17,0.4,0.0325,0.0005625,0.6408912372952476
50,27,27,53,67,27,0.8,0.0125,0.000225,0.4015769158863207
51,42,34,39,76,20,0.4,0.0225,0.0005625,0.7022068642540974
52,30,33,37,82,21,0.7000000000000002,0.0425,0.0,0.4982183416074576
53,26,34,39,64,20,0.5,0.0525,0.00045,0.4729073609774632
54,48,25,44,52,21,0.6000000000000001,0.0125,0.0005625,0.5011893182760286
55,29,32,53,73,28,0.7000000000000002,0.0825,0.0001125,0.4915639765147448
56,50,23,45,66,16,0.7000000000000002,0.0825,0.0003375,0.4166512941830876
57,45,10,31,74,27,0.4,0.0725,0.0007875,0.2580033784326604
58,53,30,30,50,20,0.6000000000000001,0.0125,0.0,0.3265345327286945
59,38,16,45,68,13,0.7000000000000002,0.0825,0.0007875,0.3472552983816755
60,45,10,48,59,14,0.2,0.0325,0.0,0.6157404396275208
61,34,28,28,70,26,0.8,0.0425,0.0007875,0.281990943626525
62,41,31,49,81,25,0.8,0.0325,0.0009,0.4230819814828354
63,36,19,31,64,27,0.4,0.0425,0.0003375,0.294213133424089
64,45,13,47,72,12,0.8,0.0325,0.0005625,0.3467544515939006
65,37,15,25,73,12,0.3,0.0125,0.000675,0.6085788467372323
66,50,15,34,54,24,0.3,0.0725,0.0009,0.5200779762510158
67,29,32,26,67,19,0.8,0.0325,0.0009,0.2312665522996449
68,42,17,36,64,28,0.2,0.0525,0.0009,0.5286089171315501
69,26,12,25,51,28,0.7000000000000002,0.0625,0.0001125,0.2721563946206397
70,47,10,48,76,29,0.5,0.0225,0.000675,0.5174131075039989
71,31,26,50,68,11,0.7000000000000002,0.0525,0.000675,0.5190749084641474
72,44,25,43,77,25,0.3,0.0825,0.000225,0.6009331131604726
73,43,31,36,66,13,0.2,0.0825,0.0003375,0.3537245648278677
74,26,19,28,57,27,0.3,0.0325,0.000225,0.5801592965216048
75,40,15,40,76,25,0.4,0.0425,0.000675,0.4890716560633374
76,28,25,40,75,18,0.6000000000000001,0.0225,0.0009,0.5702352664268225
77,52,35,47,73,17,0.3,0.0425,0.0003375,0.6152750177144061
78,49,25,50,66,23,0.7000000000000002,0.0925,0.0001125,0.2639024316782382
79,34,21,46,70,10,0.4,0.0125,0.000675,0.7040890503660223
80,26,30,27,79,10,0.6000000000000001,0.0825,0.00045,0.3267130127698973
81,39,15,33,71,22,0.5,0.0325,0.0007875,0.5101797908404274
82,54,20,31,61,14,0.6000000000000001,0.0725,0.0001125,0.3796601417274125
83,42,32,47,76,23,0.4,0.0425,0.000225,0.7125515654397957
84,44,35,48,76,14,0.5,0.0925,0.000225,0.4333130171756452
85,31,12,46,56,21,0.8,0.0625,0.000225,0.2176592974559413
86,28,21,35,56,21,0.4,0.0625,0.0001125,0.4456138794740374
87,53,28,39,63,26,0.5,0.0625,0.000225,0.4388546928632005
88,54,23,39,72,15,0.8,0.0825,0.0001125,0.1197590959430708
89,43,27,40,56,11,0.6000000000000001,0.0825,0.00045,0.347780938436465
90,37,28,41,58,27,0.6000000000000001,0.0425,0.0007875,0.4129027851989933
91,42,32,51,66,28,0.4,0.0525,0.0007875,0.5162310262520947
92,39,10,37,65,24,0.8,0.0125,0.0007875,0.3193078990900384
93,48,13,33,78,11,0.4,0.0425,0.0007875,0.5295369286992987
94,51,30,27,63,28,0.4,0.0725,0.0,0.4777172967654583
95,48,32,29,54,14,0.7000000000000002,0.0325,0.0009,0.3209386133121475
96,53,33,48,62,23,0.5,0.0225,0.000225,0.5907093824336116
97,45,13,39,78,29,0.8,0.0225,0.0001125,0.2192601134652525
98,53,21,51,73,20,0.8,0.0625,0.000675,0.2759249626138965
99,38,18,49,72,13,0.8,0.0525,0.0009,0.3729891611456697
100,45,30,51,62,27,0.7000000000000002,0.0825,0.00045,0.3404650935114457
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,50,30,51,55,25,0.5,0.0425,0.000225,0.3502399417999258
2,37,10,32,81,22,0.6000000000000001,0.0225,0.0007875,0.3648339102096785
3,26,12,44,52,27,0.2,0.0625,0.000225,0.5162413795640898
4,51,24,35,50,24,0.8,0.0425,0.0001125,0.2371236637883759
5,39,35,46,50,22,0.4,0.0125,0.0001125,0.5577341931501733
6,26,33,29,52,20,0.2,0.0425,0.0009,0.481120877141415
7,45,11,53,73,13,0.7000000000000002,0.0325,0.0,0.3301471067641316
8,53,34,34,52,27,0.8,0.0225,0.000225,0.1853989878487868
9,44,25,47,81,17,0.8,0.0525,0.0005625,0.3417845241598553
10,30,20,43,65,19,0.5,0.0225,0.0005625,0.5630454112658617
11,35,21,45,58,21,0.3,0.0925,0.0007875,0.3746572438255306
12,37,25,43,74,25,0.3,0.0825,0.0001125,0.4679260831122523
13,36,33,31,75,27,0.3,0.0425,0.0001125,0.7037232621169691
14,28,19,31,63,25,0.2,0.0125,0.00045,0.7013428067675546
15,50,15,47,63,19,0.6000000000000001,0.0925,0.0009,0.4316090701770725
16,36,21,28,72,15,0.3,0.0125,0.0009,0.5071356448871313
17,39,21,33,58,18,0.8,0.0325,0.0007875,0.2584021615296577
18,29,20,35,64,25,0.7000000000000002,0.0625,0.0007875,0.4186356006735553
19,42,13,35,50,20,0.3,0.0425,0.0007875,0.419078006728374
20,30,10,52,56,19,0.8,0.0925,0.0007875,0.07540858600940847
21,52,27,31,69,18,0.4,0.0225,0.0001125,0.447071696683504
22,32,34,50,58,15,0.8,0.0725,0.0005625,0.2501668117779525
23,52,26,33,81,22,0.8,0.0725,0.0007875,0.3195036646768812
24,35,18,50,52,12,0.5,0.0625,0.0007875,0.375437756270586
25,32,29,39,72,23,0.8,0.0525,0.000225,0.3068475556956353
26,28,30,44,80,13,0.4,0.0625,0.0007875,0.6072818282736571
27,47,13,41,66,24,0.8,0.0725,0.0009,0.2879892902318115
28,49,10,45,62,16,0.5,0.0725,0.0005625,0.2519329505740591
29,36,24,26,76,25,0.7000000000000002,0.0825,0.0005625,0.3897043738146859
30,51,10,39,70,16,0.3,0.0325,0.0005625,0.5379077545246723
31,25,16,52,61,21,0.6000000000000001,0.0125,0.000225,0.5299546501702671
32,48,26,27,73,28,0.3,0.0725,0.0001125,0.4386249195864875
33,39,23,42,75,10,0.4,0.0625,0.0001125,0.254736991541946
34,43,32,48,62,21,0.6000000000000001,0.0525,0.0007875,0.4410894314558111
35,44,30,42,56,25,0.8,0.0225,0.0007875,0.1825984085231128
36,26,17,43,61,18,0.2,0.0525,0.000675,0.5459529518503049
37,34,15,39,82,18,0.8,0.0125,0.0007875,0.3434124066602087
38,51,27,27,68,23,0.7000000000000002,0.0125,0.0009,0.3302235380094727
39,31,35,45,61,10,0.8,0.0225,0.0007875,0.3596410393564597
40,46,19,32,62,22,0.3,0.0525,0.0007875,0.4242244996573956
41,50,16,31,54,25,0.6000000000000001,0.0925,0.0005625,0.3952802983061499
42,26,14,25,59,20,0.8,0.0425,0.0009,0.2505226015096734
43,25,15,35,57,22,0.7000000000000002,0.0225,0.0005625,0.3635914695870679
44,27,30,27,50,10,0.2,0.0225,0.0009,0.533001090427875
45,26,13,37,64,13,0.6000000000000001,0.0125,0.0,0.5634883188117795
46,36,22,46,67,23,0.7000000000000002,0.0625,0.0009,0.3074415248425036
47,29,10,35,69,19,0.3,0.0525,0.000675,0.4940658052464428
48,28,34,45,58,17,0.8,0.0125,0.0009,0.4296833722257081
49,47,17,35,65,13,0.8,0.0225,0.0009,0.175335603657759
50,50,10,31,52,26,0.3,0.0225,0.000225,0.4936384537087155
51,30,33,49,55,12,0.5,0.0425,0.00045,0.5478601372696885
52,41,13,52,82,16,0.7000000000000002,0.0825,0.0003375,0.09087493868082923
53,26,35,33,73,23,0.7000000000000002,0.0425,0.00045,0.5111600030640228
54,50,22,41,50,27,0.5,0.0925,0.0003375,0.3679543697888423
55,45,16,26,66,14,0.8,0.0625,0.0,0.1558734396968771
56,33,34,42,59,12,0.4,0.0325,0.000225,0.5451924533699817
57,45,27,52,73,26,0.8,0.0125,0.000225,0.3387679153389189
58,36,29,31,54,28,0.7000000000000002,0.0225,0.0009,0.220025730649434
59,28,32,49,63,20,0.2,0.0925,0.0005625,0.4610777180333724
60,33,14,49,58,26,0.3,0.0525,0.0001125,0.4470977640447955
61,27,22,27,77,21,0.8,0.0325,0.0,0.3186887412296484
62,35,26,30,63,27,0.3,0.0925,0.00045,0.4460088977305265
63,27,29,50,58,27,0.6000000000000001,0.0225,0.00045,0.5177687647807283
64,38,22,27,70,16,0.8,0.0725,0.000225,0.2455995198933079
65,25,26,29,50,24,0.8,0.0425,0.0005625,0.2411808298804356
66,30,16,47,60,27,0.6000000000000001,0.0725,0.00045,0.4210791205793845
67,41,17,33,70,22,0.4,0.0225,0.0009,0.4656970430699248
68,52,16,46,60,23,0.5,0.0225,0.0,0.5022836129818598
69,29,29,49,68,23,0.5,0.0925,0.000225,0.3919862073028326
70,52,11,37,78,20,0.3,0.0225,0.0007875,0.4667137341977991
71,37,10,47,67,25,0.7000000000000002,0.0725,0.0009,0.3737573943481747
72,54,35,50,79,16,0.6000000000000001,0.0525,0.000675,0.4135893214035604
73,38,26,48,73,26,0.5,0.0625,0.00045,0.4891066134278351
74,51,22,25,79,18,0.3,0.0225,0.0001125,0.5412548285233881
75,42,13,25,65,27,0.5,0.0125,0.000225,0.540573385825989
76,45,22,48,82,25,0.4,0.0125,0.000225,0.5977389042595308
77,29,14,30,81,29,0.2,0.0525,0.0005625,0.5118019049893751
78,27,29,31,58,22,0.4,0.0525,0.000225,0.501959844844205
79,53,26,42,65,13,0.3,0.0625,0.0,0.6606924699819267
80,49,25,53,78,16,0.4,0.0725,0.0,0.4466260783500535
81,44,17,47,51,16,0.2,0.0525,0.000675,0.4111172623521616
82,25,18,32,76,14,0.6000000000000001,0.0525,0.0,0.4928676058124153
83,36,35,27,58,25,0.7000000000000002,0.0825,0.000225,0.2790502794660943
84,33,13,41,79,25,0.5,0.0825,0.0003375,0.3902932341822807
85,40,16,25,64,22,0.6000000000000001,0.0625,0.00045,0.3968450715911995
86,51,35,37,76,10,0.6000000000000001,0.0225,0.0003375,0.5187149284298205
87,44,21,27,50,11,0.3,0.0925,0.0007875,0.3244586714658474
88,51,10,44,78,21,0.4,0.0825,0.0005625,0.3655998244197891
89,45,25,46,65,12,0.2,0.0725,0.0001125,0.3895052462488748
90,40,28,46,65,11,0.3,0.0925,0.0003375,0.2813981150916522
91,27,22,44,73,10,0.7000000000000002,0.0825,0.0,0.4373074499504128
92,26,27,36,69,15,0.7000000000000002,0.0925,0.00045,0.2104993130267566
93,49,11,52,68,23,0.3,0.0725,0.0,0.5353087542400706
94,48,23,30,60,16,0.6000000000000001,0.0425,0.0007875,0.4245802609288769
95,30,14,34,54,15,0.8,0.0825,0.000225,0.2138099686253928
96,32,29,36,75,17,0.8,0.0725,0.0007875,0.2281226218923882
97,37,11,37,70,22,0.3,0.0225,0.0001125,0.628599169497078
98,45,26,31,57,23,0.2,0.0425,0.000675,0.4635400956710685
99,42,26,45,67,13,0.6000000000000001,0.0625,0.000675,0.4522542080663378
100,40,29,28,61,26,0.5,0.0525,0.0007875,0.4629264640342787
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,53,27,50,81,26,0.6000000000000001,0.0825,0.0007875,0.4212301209426976
2,27,13,53,75,22,0.7000000000000002,0.0725,0.0007875,0.2672606506658755
3,51,35,35,81,15,0.4,0.0425,0.0007875,0.5977839675750803
4,31,23,42,59,11,0.4,0.0725,0.0009,0.4140517998530512
5,38,29,50,73,26,0.2,0.0525,0.000225,0.616449267131482
6,25,23,45,73,28,0.6000000000000001,0.0625,0.000675,0.460806255623912
7,47,14,51,74,10,0.3,0.0725,0.0001125,0.3856711149894312
8,42,34,41,80,20,0.6000000000000001,0.0425,0.0007875,0.5847861110628056
9,41,27,49,77,24,0.7000000000000002,0.0825,0.0001125,0.3615896034185913
10,37,26,41,68,23,0.5,0.0825,0.000675,0.4234389707574728
11,49,26,34,56,27,0.7000000000000002,0.0625,0.0001125,0.3608848144148853
12,45,26,32,55,17,0.5,0.0525,0.0009,0.4565115936001258
13,31,12,53,57,14,0.2,0.0525,0.0001125,0.3912683224700923
14,32,30,42,50,13,0.7000000000000002,0.0625,0.0001125,0.3817683744472086
15,25,23,26,82,19,0.4,0.0425,0.0,0.6632145051552646
16,50,32,52,82,13,0.3,0.0825,0.0005625,0.6549965964822557
17,41,26,29,62,29,0.7000000000000002,0.0425,0.000225,0.311244822550807
18,41,26,47,60,15,0.5,0.0125,0.0,0.5267783395011904
19,39,12,49,65,28,0.8,0.0125,0.0003375,0.325969183746212
20,51,25,45,74,23,0.2,0.0725,0.0001125,0.6435700132776802
21,30,24,35,65,24,0.8,0.0625,0.000225,0.2210959728767407
22,34,29,31,51,26,0.2,0.0225,0.0,0.4390240482347821
23,41,26,44,55,16,0.3,0.0425,0.00045,0.4966954977105675
24,42,11,46,81,12,0.3,0.0625,0.000225,0.5711815175561061
25,34,22,25,59,15,0.3,0.0525,0.000225,0.4239386724937777
26,32,15,40,79,19,0.8,0.0225,0.0007875,0.2091310081698706
27,35,18,51,55,19,0.2,0.0725,0.0003375,0.6438701558934279
28,28,18,30,70,11,0.3,0.0925,0.0007875,0.4236577671610124
29,42,21,51,63,10,0.7000000000000002,0.0425,0.0009,0.3841209932044879
30,36,35,44,55,12,0.7000000000000002,0.0725,0.0001125,0.3874973884511161
31,33,11,42,51,20,0.2,0.0325,0.000675,0.570295784459499
32,32,22,30,63,15,0.5,0.0125,0.0003375,0.5967239758300052
33,27,29,51,62,27,0.2,0.0225,0.0,0.7718877017619042
34,35,21,30,63,12,0.6000000000000001,0.0425,0.0009,0.4562582646869459
35,46,35,48,52,28,0.7000000000000002,0.0225,0.00045,0.3885977528865525
36,36,26,50,72,29,0.5,0.0825,0.0005625,0.4461656647311278
37,30,21,44,82,15,0.2,0.0925,0.0,0.5116678811258486
38,40,12,50,51,14,0.8,0.0725,0.0003375,0.1595307804981581
39,27,27,40,71,27,0.5,0.0925,0.0005625,0.4337926791709019
40,28,12,46,74,18,0.3,0.0425,0.0005625,0.57899403845834
41,26,19,50,77,12,0.4,0.0325,0.0007875,0.6275635652679852
42,28,18,41,71,14,0.5,0.0825,0.0005625,0.4353133707965958
43,36,35,29,68,16,0.8,0.0925,0.0,0.1475919876943757
44,44,35,37,68,26,0.5,0.0225,0.000675,0.6215225482169647
45,41,34,51,73,14,0.5,0.0525,0.0007875,0.5402912451568843
46,39,15,50,65,12,0.5,0.0525,0.000225,0.4377215959312579
47,31,20,45,66,20,0.7000000000000002,0.0625,0.00045,0.4000596754527986
48,48,31,34,77,12,0.7000000000000002,0.0625,0.0,0.4289127517542028
49,31,21,45,50,21,0.2,0.0325,0.0009,0.6266706388619171
50,47,14,47,74,27,0.4,0.0825,0.0005625,0.2821212561187557
51,36,14,37,64,13,0.5,0.0425,0.0003375,0.4344950056536398
52,48,10,26,75,29,0.4,0.0325,0.000225,0.4956575785353088
53,26,20,42,71,20,0.4,0.0725,0.0003375,0.3634257479746406
54,52,26,28,67,11,0.8,0.0425,0.0005625,0.2236275481922025
55,51,32,46,78,12,0.4,0.0225,0.0009,0.5870207416433427
56,42,27,46,70,11,0.5,0.0425,0.0003375,0.6316398349583424
57,34,10,41,58,10,0.7000000000000002,0.0425,0.0005625,0.3249395279444594
58,34,18,41,61,10,0.5,0.0125,0.0003375,0.559645252363136
59,26,15,43,78,24,0.7000000000000002,0.0325,0.0007875,0.3168812151808139
60,31,27,50,61,12,0.4,0.0125,0.000675,0.7192817769619282
61,44,18,44,79,16,0.5,0.0625,0.0001125,0.3728990367924494
62,31,24,40,67,24,0.4,0.0425,0.0009,0.4740043315328638
63,38,27,33,69,18,0.5,0.0925,0.0003375,0.3484504590948734
64,48,30,30,70,21,0.3,0.0925,0.0,0.3741932769903296
65,35,24,46,78,10,0.8,0.0325,0.0001125,0.3117761832956273
66,43,11,43,78,16,0.3,0.0725,0.0009,0.4176227645738295
67,48,16,25,61,26,0.2,0.0225,0.000675,0.495569433098638
68,51,33,38,77,12,0.7000000000000002,0.0325,0.0,0.3938806552867464
69,28,31,44,59,17,0.8,0.0225,0.0003375,0.3744033348070994
70,52,24,31,68,27,0.3,0.0825,0.000675,0.4351810242870042
71,52,13,47,50,24,0.7000000000000002,0.0725,0.0009,0.3614163206440115
72,35,33,27,66,18,0.4,0.0425,0.0003375,0.4552377459382761
73,44,20,36,64,22,0.8,0.0125,0.0005625,0.3176797320296604
74,31,19,51,66,12,0.3,0.0225,0.0005625,0.6825494619041738
75,43,31,28,56,19,0.7000000000000002,0.0225,0.00045,0.3575801186036663
76,49,21,38,77,22,0.4,0.0325,0.0009,0.5436166400974999
77,29,18,28,71,16,0.5,0.0325,0.0005625,0.5480557654719601
78,28,25,25,68,23,0.8,0.0725,0.0009,0.2229803168194433
79,50,13,36,58,21,0.4,0.0825,0.0005625,0.2530634268061413
80,43,19,28,63,20,0.5,0.0825,0.00045,0.4874218465206102
81,31,32,51,63,17,0.6000000000000001,0.0125,0.000225,0.4301541667748811
82,37,28,43,59,10,0.3,0.0925,0.0007875,0.333504883698083
83,37,21,45,78,26,0.5,0.0825,0.000675,0.5292794134276783
84,48,26,37,80,18,0.7000000000000002,0.0725,0.000675,0.4085957628459385
85,51,30,44,62,13,0.2,0.0925,0.0003375,0.5120349693431222
86,27,12,28,51,10,0.8,0.0325,0.0009,0.2258134998581463
87,52,18,33,69,10,0.2,0.0825,0.000675,0.486103149978178
88,36,21,38,69,16,0.8,0.0425,0.0009,0.3688403929245958
89,40,22,33,56,29,0.7000000000000002,0.0325,0.0003375,0.3626259499894438
90,52,19,53,82,16,0.6000000000000001,0.0625,0.0007875,0.4155643410769323
91,37,26,47,77,12,0.5,0.0425,0.000225,0.5141885950997319
92,40,33,29,81,23,0.5,0.0925,0.0009,0.5314263882843029
93,45,17,27,59,10,0.6000000000000001,0.0525,0.0005625,0.3636088046038766
94,36,17,51,74,22,0.3,0.0725,0.000675,0.3737405680783934
95,45,10,35,62,15,0.7000000000000002,0.0925,0.00045,0.2093054498244539
96,48,15,48,76,28,0.6000000000000001,0.0225,0.0003375,0.5044360507068228
97,32,33,52,61,27,0.4,0.0525,0.0005625,0.5359601593155915
98,54,35,52,71,29,0.5,0.0625,0.0003375,0.4273551292263424
99,29,15,39,80,15,0.3,0.0425,0.0,0.3371829411234812
100,44,29,45,78,12,0.8,0.0325,0.0001125,0.3393389362111339
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,53,17,40,71,18,0.8,0.0525,0.0001125,0.3420582861081408
2,44,22,33,61,10,0.8,0.0125,0.0005625,0.3285550963523332
3,51,23,34,69,18,0.6000000000000001,0.0425,0.0005625,0.2936557378300834
4,30,12,37,66,14,0.7000000000000002,0.0625,0.0007875,0.3194027805042159
5,35,19,46,63,26,0.5,0.0925,0.0,0.3545084554978977
6,39,28,27,77,16,0.8,0.0225,0.000225,0.2964430895650891
7,39,18,31,77,18,0.5,0.0625,0.0009,0.3786518962352857
8,31,17,41,72,25,0.2,0.0425,0.0,0.5215003032572179
9,26,33,47,63,24,0.5,0.0725,0.0009,0.4230021531142712
10,46,18,39,69,20,0.7000000000000002,0.0625,0.000225,0.3787247345419391
11,28,12,47,50,15,0.3,0.0425,0.00045,0.4100056077713983
12,46,25,35,68,13,0.6000000000000001,0.0125,0.0,0.5564534620650948
13,49,26,37,67,24,0.8,0.0525,0.0005625,0.2632553655936402
14,54,10,46,61,25,0.2,0.0925,0.0001125,0.3980454960215298
15,47,10,26,67,22,0.2,0.0925,0.000225,0.4305473324413203
16,41,29,36,63,28,0.4,0.0825,0.00045,0.4899123452176681
17,40,17,49,58,24,0.4,0.0825,0.0007875,0.3743908512449024
18,33,14,27,53,16,0.5,0.0625,0.000675,0.34993853820354
19,30,18,42,58,18,0.6000000000000001,0.0525,0.000225,0.4401639261110815
20,51,17,48,68,12,0.7000000000000002,0.0125,0.0007875,0.4324064923074237
21,26,30,51,76,26,0.8,0.0625,0.0,0.3914250562522719
22,49,23,51,53,10,0.2,0.0725,0.0007875,0.2980980484478663
23,36,29,38,67,27,0.2,0.0825,0.0009,0.5150206679285984
24,49,35,40,75,21,0.7000000000000002,0.0625,0.00045,0.4243715393086919
25,46,19,29,63,25,0.4,0.0425,0.0003375,0.502984821520045
26,54,12,48,56,14,0.2,0.0825,0.0007875,0.2626032321068988
27,28,22,28,57,29,0.3,0.0125,0.0001125,0.6685654890257079
28,26,29,52,62,27,0.6000000000000001,0.0825,0.0001125,0.3930267471839148
29,30,28,33,53,26,0.3,0.0325,0.0007875,0.5462666688333254
30,46,29,43,58,28,0.6000000000000001,0.0125,0.0005625,0.5362427567533067
31,33,28,48,66,29,0.4,0.0925,0.00045,0.5939738547323692
32,29,11,28,51,10,0.5,0.0825,0.0003375,0.2395706661496463
33,44,30,31,76,15,0.5,0.0225,0.000675,0.5504262291551755
34,43,16,40,66,20,0.2,0.0525,0.0001125,0.442445318680281
35,43,23,34,66,14,0.4,0.0125,0.0001125,0.6107331645415415
36,37,29,49,70,12,0.7000000000000002,0.0325,0.0007875,0.3146944390908852
37,32,11,34,61,10,0.2,0.0125,0.0,0.7121611415035489
38,46,12,44,53,21,0.2,0.0525,0.0,0.499178575997352
39,34,23,34,65,11,0.8,0.0225,0.0005625,0.3256789333384298
40,31,23,51,64,19,0.7000000000000002,0.0525,0.00045,0.4529583518895248
41,30,14,26,76,12,0.8,0.0725,0.0005625,0.2916122378231674
42,35,10,36,72,23,0.7000000000000002,0.0225,0.000225,0.4024107117384938
43,25,30,37,70,28,0.4,0.0825,0.0009,0.58555364747966
44,50,14,43,52,24,0.2,0.0325,0.00045,0.4797190255028425
45,34,28,49,80,24,0.8,0.0625,0.0009,0.3603441951702798
46,43,25,42,57,13,0.2,0.0625,0.0005625,0.4985137479545961
47,29,14,29,76,27,0.6000000000000001,0.0325,0.000675,0.3971379814136931
48,41,20,44,66,17,0.7000000000000002,0.0225,0.0005625,0.3403896568978833
