Unnamed: 0,n_filters_time,filter_time_length,n_filters_spat,pool_time_length,pool_time_stride,drop_prob,learning_rate_range,decay_range,accuracy
89,52,15,27,78,29,0.7000000000000002,0.0925,0.0001125,0.3140574279376484
90,40,22,49,63,10,0.3,0.0525,0.000675,0.5127357318809981
91,36,17,25,65,18,0.3,0.0425,0.00045,0.4814725437416854
92,51,17,38,55,18,0.4,0.0925,0.0001125,0.3306086325586631
93,48,24,53,71,10,0.2,0.0625,0.000675,0.5523964854002047
94,26,30,29,71,17,0.4,0.0325,0.000675,0.5303687240930677
95,30,31,41,50,18,0.4,0.0825,0.0003375,0.3440390079759411
96,52,35,40,67,15,0.5,0.0125,0.000225,0.4971431323804023
97,25,18,43,54,24,0.8,0.0825,0.0009,0.2770920391420861
98,51,33,29,55,13,0.3,0.0425,0.00045,0.4634181236855935
99,49,18,45,60,17,0.8,0.0225,0.000225,0.2319003241404753
100,52,31,32,69,13,0.4,0.0425,0.0005625,0.4902778653876851
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,54,11,36,60,29,0.6000000000000001,0.0125,0.0001125,0.529227027245679
2,36,12,30,54,20,0.4,0.0825,0.0001125,0.3233499141062998
3,37,19,42,75,28,0.2,0.0325,0.0007875,0.5139107437940353
4,36,10,41,51,27,0.5,0.0925,0.000225,0.256438234957398
5,51,34,27,68,23,0.2,0.0425,0.0005625,0.572708222447878
6,37,28,36,80,21,0.4,0.0525,0.0005625,0.5875097115430717
7,46,31,38,79,25,0.8,0.0125,0.000675,0.4349042368468288
8,37,17,48,64,13,0.5,0.0925,0.0009,0.3486913571764725
9,47,10,35,62,24,0.7000000000000002,0.0125,0.000675,0.3864852325133681
10,27,10,32,50,26,0.8,0.0625,0.00045,0.2431263883369601
11,52,35,37,66,22,0.7000000000000002,0.0125,0.0009,0.5440486083021155
12,35,19,49,68,28,0.2,0.0325,0.000675,0.5611528810118512
13,32,16,38,82,18,0.6000000000000001,0.0925,0.0007875,0.4520078326572164
14,32,30,52,71,24,0.8,0.0925,0.0,0.2878147226095204
15,35,15,47,51,27,0.8,0.0725,0.000225,0.2797852857639569
16,31,14,51,60,24,0.8,0.0125,0.0,0.383318132900816
17,26,10,38,71,13,0.6000000000000001,0.0125,0.0005625,0.5388037980532695
18,34,23,25,53,22,0.7000000000000002,0.0925,0.000675,0.2888510296284315
19,45,22,40,70,28,0.5,0.0425,0.000225,0.5474338575997204
20,47,30,53,55,14,0.6000000000000001,0.0725,0.0001125,0.3605902337453213
21,42,13,35,78,16,0.2,0.0125,0.00045,0.7208468529157598
22,44,30,27,73,25,0.6000000000000001,0.0725,0.000675,0.4877934990951641
23,39,24,37,77,24,0.2,0.0925,0.0009,0.5191825822000314
24,52,33,52,74,13,0.7000000000000002,0.0425,0.0009,0.4402555053669385
25,44,35,51,78,27,0.3,0.0125,0.0,0.8300507365345643
26,36,20,27,77,12,0.4,0.0225,0.0005625,0.633348412556375
27,29,33,52,63,20,0.5,0.0125,0.0007875,0.6172449847024541
28,42,20,27,65,20,0.7000000000000002,0.0925,0.0005625,0.3439939211862988
29,35,35,49,79,25,0.8,0.0425,0.0009,0.4681442182937306
30,26,12,33,60,10,0.3,0.0225,0.0005625,0.5875651207569262
31,46,29,27,77,25,0.4,0.0425,0.0,0.6044469643227934
32,48,11,52,55,11,0.8,0.0225,0.0009,0.3318148141867464
33,30,14,25,53,24,0.2,0.0225,0.0003375,0.4711564143235174
34,53,24,29,62,24,0.8,0.0225,0.0009,0.1543698725569308
35,45,28,33,69,21,0.3,0.0625,0.00045,0.4980237873062657
36,27,18,40,80,13,0.8,0.0425,0.0003375,0.1840829590148089
37,27,12,28,59,11,0.8,0.0325,0.00045,0.2369923814212674
38,42,34,45,61,12,0.2,0.0625,0.0009,0.4728116520188198
39,35,28,33,82,21,0.4,0.0325,0.00045,0.63214704375761
40,45,25,26,66,27,0.3,0.0225,0.0001125,0.6029163999070554
41,45,27,25,55,28,0.4,0.0725,0.0003375,0.2467028602030543
42,33,22,51,82,22,0.6000000000000001,0.0825,0.0007875,0.5659820230746866
43,48,35,35,58,18,0.8,0.0625,0.000225,0.1066178251928754
44,31,19,51,72,20,0.4,0.0725,0.0001125,0.3453392811566946
45,53,14,29,58,18,0.7000000000000002,0.0125,0.000675,0.315718708044251
46,46,24,30,72,22,0.8,0.0325,0.0007875,0.2806887074433631
47,40,15,37,75,23,0.8,0.0425,0.0003375,0.1939848667800719
48,39,24,31,65,28,0.5,0.0825,0.0007875,0.425614869321663
49,53,13,30,66,14,0.8,0.0525,0.0003375,0.2862796683468259
50,27,26,43,68,12,0.7000000000000002,0.0625,0.000225,0.3690136654023409
51,25,26,35,79,24,0.7000000000000002,0.0625,0.0001125,0.4731810083189757
52,47,23,37,79,29,0.2,0.0625,0.0009,0.565166237310315
53,35,16,53,61,22,0.5,0.0625,0.0005625,0.2809682922910697
54,50,12,40,75,23,0.6000000000000001,0.0225,0.0003375,0.2825631107116406
55,41,30,39,81,16,0.5,0.0325,0.000225,0.6477600702357867
56,27,21,47,77,16,0.2,0.0625,0.0001125,0.5479144728649866
57,34,25,53,70,17,0.3,0.0825,0.00045,0.3581514406540065
58,29,31,45,79,23,0.7000000000000002,0.0125,0.0001125,0.6038824881522297
59,40,13,27,70,16,0.3,0.0925,0.0007875,0.4854787226062944
60,48,25,36,70,23,0.4,0.0725,0.0005625,0.4321554130205206
61,29,28,48,61,29,0.5,0.0525,0.000225,0.5330958948528656
62,40,26,42,78,21,0.8,0.0725,0.0005625,0.3350748221400038
63,42,31,42,73,26,0.8,0.0525,0.0009,0.3271593062608567
64,33,32,48,72,21,0.2,0.0325,0.000675,0.7263518304263611
65,25,19,28,78,26,0.2,0.0125,0.000675,0.742899897917252
66,27,24,28,57,23,0.8,0.0825,0.0007875,0.2434480197497962
67,28,24,29,56,28,0.8,0.0525,0.0001125,0.2769635029995238
68,37,11,36,68,20,0.7000000000000002,0.0425,0.0001125,0.3810506775390787
69,48,26,31,66,23,0.8,0.0425,0.0,0.2338474746671191
70,50,22,31,53,19,0.5,0.0325,0.0005625,0.4276940514720852
71,25,30,26,77,29,0.6000000000000001,0.0825,0.0001125,0.5033102169621947
72,40,26,48,60,15,0.8,0.0725,0.0003375,0.2686528148626515
73,33,31,38,51,24,0.5,0.0425,0.0003375,0.4111713872784106
74,41,34,34,76,28,0.7000000000000002,0.0825,0.000675,0.3906824284013377
75,37,24,28,53,10,0.3,0.0925,0.00045,0.4320100303840296
76,34,13,45,52,11,0.8,0.0825,0.0007875,0.2192184151751383
77,45,32,51,64,25,0.3,0.0225,0.0005625,0.6632994596233123
78,41,21,41,66,10,0.6000000000000001,0.0825,0.000225,0.3308675100440924
79,52,14,26,61,13,0.4,0.0725,0.0,0.3961498485493706
80,38,24,34,66,19,0.7000000000000002,0.0725,0.0003375,0.3622576627633882
81,47,18,44,74,24,0.5,0.0225,0.000675,0.4689886949036771
82,40,29,27,69,11,0.2,0.0825,0.0005625,0.5305962389384571
83,26,29,30,50,19,0.3,0.0425,0.000675,0.4797578691395167
84,42,22,48,76,12,0.8,0.0825,0.000675,0.1485566847754431
85,40,14,36,73,24,0.6000000000000001,0.0925,0.000675,0.1461016085288246
86,42,25,47,82,14,0.5,0.0825,0.0003375,0.544735906414314
87,31,25,33,67,23,0.8,0.0225,0.0005625,0.2996142009821031
88,28,16,53,72,13,0.8,0.0825,0.0009,0.3534646190777644
89,29,20,32,50,16,0.4,0.0225,0.0007875,0.4218903947153779
90,30,23,31,51,24,0.6000000000000001,0.0825,0.0001125,0.3533216058735082
91,42,31,50,53,27,0.8,0.0225,0.0009,0.2242402065764878
92,44,18,40,72,29,0.7000000000000002,0.0725,0.00045,0.3879986709354074
93,40,30,37,73,17,0.3,0.0425,0.0001125,0.500188240163367
94,36,21,50,76,19,0.8,0.0625,0.0001125,0.319603596677232
95,32,17,50,53,26,0.7000000000000002,0.0625,0.0001125,0.3766220943164916
96,52,22,45,51,29,0.2,0.0725,0.000225,0.4678550628591762
97,42,24,49,64,25,0.2,0.0525,0.00045,0.4349913562299926
98,32,20,48,75,14,0.8,0.0325,0.0001125,0.4330164214773748
99,25,35,39,58,29,0.7000000000000002,0.0925,0.00045,0.3272128451398321
100,34,32,30,63,22,0.2,0.0825,0.00045,0.4676326522425451
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,48,11,25,52,21,0.8,0.0625,0.0009,0.1307550666190265
2,52,29,48,65,15,0.5,0.0625,0.0005625,0.4180222077123655
3,32,13,51,67,26,0.3,0.0225,0.0005625,0.6668447376505547
4,37,18,53,54,26,0.4,0.0925,0.00045,0.3587493458901131
5,47,28,40,73,18,0.7000000000000002,0.0725,0.000225,0.3500784584050257
6,40,29,44,54,27,0.3,0.0725,0.0009,0.3025235334871149
7,32,13,35,62,10,0.3,0.0825,0.0007875,0.3585384372783378
8,45,19,26,82,28,0.6000000000000001,0.0725,0.0001125,0.4836576298864868
9,30,23,38,55,12,0.6000000000000001,0.0125,0.00045,0.5119274935594399
10,48,28,44,64,20,0.2,0.0325,0.0,0.5087427714627196
11,33,18,42,54,12,0.8,0.0525,0.000675,0.3088131812336528
12,44,31,44,64,19,0.7000000000000002,0.0225,0.0003375,0.4128638529322515
13,46,21,44,50,22,0.2,0.0425,0.0005625,0.5390479168534834
14,33,20,26,82,14,0.7000000000000002,0.0625,0.000675,0.4118192322465428
15,29,28,26,74,11,0.8,0.0625,0.0003375,0.1560404354270004
16,28,25,39,58,11,0.5,0.0725,0.00045,0.4481224966810364
17,34,23,26,64,13,0.8,0.0625,0.0001125,0.247411703737485
18,42,29,31,55,13,0.6000000000000001,0.0425,0.000225,0.4186430989944039
19,47,14,32,82,13,0.3,0.0425,0.0007875,0.5642028500393642
20,43,11,34,81,25,0.8,0.0625,0.0,0.1353949879338569
21,50,31,49,51,18,0.3,0.0625,0.0,0.6180606902291225
22,47,24,52,70,27,0.2,0.0425,0.0,0.6514003489113478
23,41,35,48,53,19,0.4,0.0525,0.000675,0.4168330250708743
24,32,23,48,80,13,0.2,0.0925,0.0007875,0.5245965047292933
25,51,21,28,74,28,0.5,0.0525,0.0001125,0.4553059924623068
26,38,15,34,79,20,0.8,0.0125,0.0009,0.2930523752345293
27,45,23,26,60,29,0.8,0.0825,0.0009,0.1443158051769241
28,25,11,51,71,19,0.8,0.0425,0.00045,0.3360909529091545
29,31,32,35,77,12,0.3,0.0725,0.000675,0.5950233351002051
30,47,32,36,82,13,0.8,0.0425,0.0,0.3109815815298185
31,32,33,33,60,16,0.5,0.0425,0.0001125,0.5255074822208138
32,31,12,33,67,14,0.4,0.0525,0.0005625,0.4947548621798621
33,46,18,29,56,21,0.3,0.0925,0.00045,0.4034824663379704
34,30,28,49,52,17,0.5,0.0925,0.000225,0.3268866883642748
35,48,12,36,56,28,0.4,0.0725,0.0003375,0.3103820234965841
36,51,20,45,81,23,0.4,0.0425,0.0003375,0.620209439181795
37,27,23,45,57,14,0.2,0.0425,0.0,0.5668199068286481
38,54,31,35,80,17,0.7000000000000002,0.0425,0.0009,0.4524264637690614
39,49,25,29,59,10,0.2,0.0825,0.0001125,0.3357072477230181
40,44,11,35,64,21,0.4,0.0325,0.000225,0.4197377212395692
41,33,19,41,56,24,0.7000000000000002,0.0425,0.0003375,0.2441414160544535
42,31,33,30,51,15,0.3,0.0525,0.0,0.5266756627953065
43,52,30,38,52,28,0.2,0.0525,0.00045,0.2913029789754124
44,39,20,43,50,29,0.2,0.0925,0.0,0.2180281865301955
45,36,20,47,56,26,0.8,0.0625,0.00045,0.3173469586096899
46,36,30,38,74,23,0.2,0.0925,0.000675,0.5726038387806546
47,39,16,29,51,22,0.3,0.0425,0.0,0.4168265258367179
48,45,31,27,74,10,0.6000000000000001,0.0225,0.0009,0.4805367191245503
49,28,20,48,64,24,0.8,0.0525,0.0,0.404662717049759
50,38,24,26,51,23,0.7000000000000002,0.0925,0.000675,0.2886284555220217
51,28,18,45,71,28,0.8,0.0425,0.0,0.1961517954755873
52,45,26,42,59,21,0.4,0.0525,0.0003375,0.5366543267626913
53,50,11,25,81,16,0.6000000000000001,0.0825,0.000675,0.4132422037649237
54,52,31,43,77,23,0.2,0.0725,0.0005625,0.5826454450088406
55,49,23,37,53,25,0.4,0.0525,0.0005625,0.3783422101349217
56,52,22,28,61,22,0.4,0.0125,0.0009,0.5665089741751496
57,45,32,44,53,24,0.2,0.0525,0.00045,0.5673871918190958
58,27,27,53,61,16,0.5,0.0425,0.0007875,0.5104977816770696
59,41,22,43,52,24,0.5,0.0625,0.000225,0.4567990676243858
60,45,15,45,56,21,0.8,0.0325,0.0,0.2988863432750447
61,50,33,33,63,14,0.7000000000000002,0.0425,0.0001125,0.199751559795754
62,48,21,52,59,25,0.4,0.0625,0.0003375,0.5156992626134516
63,44,21,52,52,11,0.8,0.0625,0.0005625,0.2679670158272734
64,33,15,30,54,10,0.8,0.0525,0.0001125,0.2205706412481318
65,26,14,38,61,14,0.4,0.0125,0.0009,0.6530356039732873
66,36,27,25,76,14,0.6000000000000001,0.0225,0.0,0.5115051668706371
67,26,22,47,72,17,0.3,0.0725,0.0007875,0.4412098783853315
68,37,29,46,51,11,0.2,0.0625,0.0003375,0.5410158436427984
69,40,16,43,59,24,0.6000000000000001,0.0125,0.000675,0.4731793687549845
70,52,32,53,71,16,0.4,0.0725,0.0001125,0.507203475487295
71,32,14,42,66,17,0.8,0.0625,0.0001125,0.3350309538701106
72,33,12,41,60,15,0.4,0.0725,0.0005625,0.3901680043795002
73,38,23,47,75,24,0.2,0.0625,0.0003375,0.55891203363672
74,31,22,50,51,28,0.4,0.0725,0.0001125,0.474143636731907
75,49,33,41,60,23,0.7000000000000002,0.0725,0.000225,0.3131544888568051
76,30,16,37,56,18,0.4,0.0825,0.000675,0.5040587413251149
77,25,14,30,82,13,0.6000000000000001,0.0425,0.000675,0.419053874795442
78,48,26,51,81,15,0.5,0.0525,0.0,0.5365412338966277
79,52,28,45,68,23,0.7000000000000002,0.0125,0.000675,0.4413049165724812
80,26,21,40,65,16,0.3,0.0425,0.0007875,0.5411775419613476
81,40,33,31,66,26,0.3,0.0625,0.000225,0.402178190671617
82,26,12,51,64,18,0.2,0.0725,0.0005625,0.4280614871323485
83,39,22,42,82,16,0.8,0.0625,0.0005625,0.3012984455238244
84,50,12,38,60,28,0.5,0.0225,0.0007875,0.5165476609087193
85,42,17,34,51,28,0.8,0.0425,0.000225,0.1537722570769845
86,29,26,40,51,29,0.3,0.0525,0.000675,0.574164567792855
87,51,25,50,56,10,0.3,0.0825,0.0001125,0.4295830546802457
88,26,19,47,79,20,0.7000000000000002,0.0125,0.0001125,0.5643236496827869
89,47,29,50,69,15,0.5,0.0225,0.0,0.5103160522831137
90,36,35,35,60,26,0.2,0.0125,0.0003375,0.6856669202393814
91,37,17,31,63,25,0.8,0.0125,0.000675,0.2533422499149845
92,52,26,43,79,25,0.7000000000000002,0.0125,0.0001125,0.434720390595755
93,42,27,31,69,29,0.7000000000000002,0.0425,0.0,0.3910248414598842
94,40,15,39,68,13,0.5,0.0425,0.000225,0.5345891453553164
95,37,23,26,57,23,0.7000000000000002,0.0325,0.000225,0.3063118961085823
96,27,24,42,77,14,0.8,0.0825,0.000225,0.2478861455410578
97,50,10,26,52,28,0.4,0.0225,0.000675,0.5665256128648172
98,54,30,51,54,21,0.6000000000000001,0.0325,0.0007875,0.5153096206656779
99,30,11,46,62,20,0.3,0.0525,0.000675,0.4534518771191947
100,49,34,51,78,12,0.2,0.0425,0.000225,0.633526370017148
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,49,32,28,51,25,0.6000000000000001,0.0925,0.0003375,0.3356218581677257
2,46,17,35,53,26,0.2,0.0425,0.0005625,0.5028115142808315
3,46,19,41,70,17,0.3,0.0125,0.0005625,0.7336452395782445
4,45,23,33,60,28,0.2,0.0325,0.0007875,0.4260225857160682
5,39,20,42,75,15,0.7000000000000002,0.0925,0.000225,0.09790353633526964
6,27,24,51,78,11,0.4,0.0725,0.0005625,0.3855939419946133
7,49,27,52,78,10,0.8,0.0325,0.0007875,0.2843918110393806
8,41,32,41,74,10,0.5,0.0225,0.000225,0.4979365089228283
9,37,11,42,80,23,0.7000000000000002,0.0325,0.000675,0.3781736210195368
10,36,27,27,72,29,0.5,0.0525,0.000225,0.5319128425632
11,46,33,33,58,23,0.3,0.0925,0.0,0.4445227572607456
12,30,34,37,64,22,0.2,0.0425,0.0,0.5595032084588661
13,41,10,48,63,16,0.2,0.0125,0.000675,0.7627859555145927
14,54,30,33,62,15,0.5,0.0925,0.0005625,0.2658374106408399
15,48,33,51,66,15,0.3,0.0125,0.0009,0.5807601857191349
16,26,15,51,69,21,0.4,0.0825,0.0009,0.4271661483916209
17,51,31,29,54,20,0.8,0.0625,0.0001125,0.1849372732574338
18,54,25,49,51,17,0.4,0.0825,0.0,0.2552167591578917
19,25,12,39,75,14,0.5,0.0325,0.000675,0.5256966312338736
20,48,28,46,68,12,0.5,0.0525,0.000225,0.3771930433534902
21,26,15,28,79,24,0.5,0.0925,0.0009,0.3668315293112879
22,39,23,42,67,12,0.7000000000000002,0.0725,0.000675,0.2800916180336898
23,47,11,43,77,10,0.5,0.0225,0.0003375,0.4623101692958693
24,53,21,43,64,12,0.3,0.0625,0.0,0.4461176022889728
25,31,24,26,56,18,0.3,0.0225,0.0003375,0.5425335534946517
26,53,31,25,78,11,0.6000000000000001,0.0825,0.0003375,0.3975501565506141
27,41,27,31,74,21,0.5,0.0125,0.000675,0.5892919974503467
28,34,21,35,55,10,0.3,0.0625,0.000225,0.3834066491187452
29,50,33,50,53,24,0.4,0.0425,0.00045,0.3217386903287087
30,47,34,41,65,22,0.6000000000000001,0.0125,0.0003375,0.55198421097393
31,45,18,34,60,29,0.7000000000000002,0.0425,0.0009,0.2799610019633876
32,40,21,39,77,24,0.7000000000000002,0.0925,0.0001125,0.3076321131139818
33,32,32,51,65,12,0.2,0.0325,0.0007875,0.723308275052335
34,27,33,44,52,14,0.7000000000000002,0.0525,0.0007875,0.3941288535797789
35,30,20,44,82,26,0.8,0.0425,0.0001125,0.4028908075999218
36,41,35,52,60,16,0.3,0.0325,0.000225,0.3507383913486433
37,34,24,39,81,26,0.2,0.0425,0.00045,0.697351680496372
38,45,28,46,64,13,0.2,0.0125,0.0001125,0.5618093280999573
39,43,29,35,61,21,0.4,0.0725,0.0,0.2971721930811974
40,35,35,45,57,21,0.6000000000000001,0.0325,0.000675,0.4306436566610082
41,33,23,32,66,15,0.6000000000000001,0.0125,0.00045,0.4895173704338325
42,29,16,28,78,29,0.6000000000000001,0.0625,0.000225,0.4073867618710922
43,29,24,51,71,26,0.8,0.0525,0.00045,0.3645513292094477
44,50,29,25,51,24,0.7000000000000002,0.0625,0.000675,0.2434586035286048
45,40,21,51,65,24,0.4,0.0725,0.000675,0.3790466814652232
46,40,29,44,54,19,0.4,0.0425,0.0005625,0.4380587022131211
47,44,18,35,50,29,0.8,0.0725,0.00045,0.218899178793927
48,37,25,50,66,19,0.3,0.0225,0.000675,0.4749726570360809
49,43,17,37,68,23,0.6000000000000001,0.0225,0.00045,0.4655271001855252
50,33,22,26,53,24,0.7000000000000002,0.0825,0.0001125,0.3261851120478017
51,43,12,28,57,18,0.4,0.0225,0.0001125,0.5314609561283551
52,25,26,34,59,27,0.8,0.0225,0.0005625,0.2596567804118058
53,49,26,29,57,20,0.6000000000000001,0.0325,0.000675,0.3975796905790381
54,38,20,29,78,12,0.8,0.0425,0.0005625,0.1925485804264254
55,30,30,25,71,11,0.2,0.0125,0.000675,0.5439079373271181
56,38,31,36,78,19,0.7000000000000002,0.0225,0.0003375,0.5351126102592324
57,44,16,52,50,28,0.2,0.0325,0.0001125,0.5352242486045543
58,38,32,47,60,26,0.7000000000000002,0.0125,0.0001125,0.4590916497191479
59,26,14,31,51,19,0.2,0.0325,0.000675,0.5856992105688819
60,35,25,52,66,15,0.5,0.0225,0.0005625,0.566666107865254
61,27,16,38,69,28,0.2,0.0325,0.0007875,0.4874254762388059
62,45,34,45,63,15,0.8,0.0925,0.0003375,0.1595351814952019
63,33,16,42,66,19,0.6000000000000001,0.0825,0.000225,0.3636726459302985
64,27,34,40,54,28,0.6000000000000001,0.0625,0.0003375,0.3530068562565805
65,32,29,46,64,15,0.8,0.0525,0.000225,0.2679605356890312
66,36,26,52,67,21,0.3,0.0725,0.0005625,0.4311234679076903
67,51,30,43,71,26,0.5,0.0125,0.0001125,0.6975190532023747
68,52,20,39,74,16,0.8,0.0825,0.000225,0.1300193073465895
69,29,26,41,56,16,0.8,0.0325,0.0005625,0.3298126046303207
70,45,17,33,81,15,0.2,0.0325,0.000675,0.4370976077381505
71,36,23,30,64,23,0.4,0.0725,0.0003375,0.2681817402177224
72,43,32,25,56,26,0.6000000000000001,0.0725,0.000225,0.295842044875937
73,49,22,35,73,21,0.4,0.0825,0.0001125,0.3586222305453733
74,54,33,31,51,16,0.4,0.0725,0.0007875,0.3267121177062426
75,50,24,48,58,18,0.5,0.0425,0.000675,0.5533087231468161
76,40,26,50,54,23,0.7000000000000002,0.0225,0.000675,0.5202442079406238
77,43,17,36,71,14,0.4,0.0225,0.0005625,0.5144167290601286
78,25,20,34,54,10,0.8,0.0725,0.0,0.1969860953013694
79,52,27,53,64,29,0.5,0.0725,0.0007875,0.4819544358210481
80,37,32,39,68,25,0.5,0.0225,0.0,0.5415778339937433
81,33,30,52,53,16,0.5,0.0625,0.00045,0.4162064962158269
82,34,11,26,62,25,0.3,0.0625,0.000225,0.4299114298455595
83,29,13,25,64,26,0.6000000000000001,0.0825,0.000675,0.2641648342310447
84,27,19,49,60,20,0.6000000000000001,0.0125,0.000225,0.5331300840182667
85,43,21,40,72,13,0.4,0.0925,0.0001125,0.4117349430164279
86,54,31,44,61,24,0.2,0.0325,0.0009,0.6016589350854828
87,28,33,38,50,25,0.5,0.0225,0.0003375,0.6594777184321168
88,46,12,42,74,29,0.8,0.0125,0.0007875,0.3364604361151121
89,38,26,51,53,13,0.2,0.0725,0.0,0.4309001390880595
90,31,27,45,79,27,0.4,0.0325,0.00045,0.7524553498296607
91,52,35,36,50,15,0.5,0.0225,0.0,0.4450293917102843
92,39,25,30,56,12,0.4,0.0525,0.0,0.477221104024289
93,46,29,29,52,12,0.6000000000000001,0.0125,0.0007875,0.4146649544088254
94,26,31,49,51,22,0.2,0.0525,0.0,0.481758264002997
95,43,35,40,77,24,0.5,0.0325,0.0001125,0.7233267476566255
96,38,19,40,58,11,0.6000000000000001,0.0425,0.0003375,0.4992015977110829
97,49,16,28,56,11,0.4,0.0125,0.0005625,0.5462899539066238
98,46,17,38,82,21,0.8,0.0525,0.0009,0.3377515715738278
99,51,27,34,56,25,0.3,0.0525,0.0009,0.441320282529939
100,51,17,43,76,12,0.8,0.0825,0.0003375,0.3149755042842727
0,40,25,40,75,15,0.5,0.0625,0.0,0.66872591
1,27,21,32,68,26,0.4,0.0925,0.0007875,0.502963910693798
2,46,20,25,50,15,0.4,0.0225,0.0005625,0.4628572875795707
3,41,28,47,54,24,0.4,0.0625,0.000675,0.4534163341563306
4,33,30,36,71,28,0.2,0.0225,0.000225,0.7054958481552518
5,32,15,39,55,17,0.8,0.0725,0.0001125,0.2742500989080485
6,37,11,36,59,29,0.2,0.0325,0.0,0.6121290884166672
7,46,27,43,76,24,0.2,0.0225,0.0,0.7412910968275908
8,32,17,51,59,28,0.4,0.0725,0.000225,0.503123337475806
9,40,18,29,60,22,0.8,0.0425,0.00045,0.2446547943637145
10,49,32,30,50,16,0.4,0.0725,0.00045,0.4802263420605024
11,29,24,33,59,26,0.5,0.0125,0.0009,0.6361652414034834
12,35,30,39,64,21,0.2,0.0525,0.0001125,0.5392411992344833
13,27,14,48,80,25,0.3,0.0625,0.00045,0.4513364973886198
14,31,13,50,55,11,0.5,0.0225,0.00045,0.4412336040540271
15,25,17,35,67,22,0.6000000000000001,0.0225,0.000675,0.5390702183631499
16,34,34,52,57,22,0.5,0.0325,0.0009,0.4765050812674452
17,49,24,41,57,28,0.3,0.0825,0.0005625,0.3730379218360548
18,28,10,36,60,13,0.7000000000000002,0.0325,0.0003375,0.4074246240721109
19,32,10,49,68,16,0.3,0.0925,0.000675,0.3357400384490848
20,49,19,46,57,12,0.6000000000000001,0.0825,0.0007875,0.216734946677615
21,51,19,30,69,20,0.2,0.0925,0.00045,0.4961020782019507
22,39,21,51,66,27,0.6000000000000001,0.0925,0.000675,0.3290323327826297
23,43,31,39,56,29,0.3,0.0625,0.00045,0.4806914600034211
24,33,16,32,56,18,0.5,0.0625,0.0001125,0.3182630288492046
25,27,17,29,80,17,0.3,0.0625,0.0001125,0.3938614818750882
26,26,26,42,80,17,0.6000000000000001,0.0925,0.0005625,0.5564983061081445
27,25,25,26,71,15,0.5,0.0125,0.000225,0.4173205944380667
28,43,28,53,62,28,0.3,0.0625,0.000675,0.4819224118575773
29,30,13,34,82,10,0.4,0.0325,0.0003375,0.5646014877455686
30,41,10,28,79,17,0.7000000000000002,0.0525,0.0003375,0.2718383012692709
31,51,32,44,77,19,0.4,0.0925,0.0009,0.6121731165351348
32,53,24,47,74,24,0.5,0.0825,0.0001125,0.5357697118897208
33,48,15,51,58,17,0.7000000000000002,0.0825,0.0003375,0.3012347458193234
34,34,25,40,78,24,0.7000000000000002,0.0825,0.0005625,0.4669672616313741
35,36,30,28,55,19,0.3,0.0625,0.0005625,0.3833197947673982
36,31,16,37,80,13,0.8,0.0725,0.0009,0.366678356853491
37,53,27,40,58,20,0.3,0.0225,0.00045,0.6266470424080505
38,27,29,44,69,26,0.6000000000000001,0.0925,0.0007875,0.4239941781587921
39,44,33,48,80,20,0.3,0.0425,0.0009,0.683743398311372
40,27,31,45,50,21,0.5,0.0225,0.0005625,0.5432312980954092
41,50,28,29,76,17,0.4,0.0925,0.00045,0.4707654962043448
42,35,30,48,58,15,0.4,0.0225,0.000225,0.5825801325770412
43,33,14,29,74,16,0.2,0.0525,0.000675,0.4098425782760799
44,48,32,47,63,15,0.5,0.0325,0.0,0.310760498952888
45,51,32,45,54,25,0.3,0.0825,0.0001125,0.2638453224682993
46,39,13,25,68,14,0.3,0.0325,0.000225,0.5328558616831058
47,34,30,27,75,25,0.3,0.0525,0.00045,0.5878964338191927
48,49,21,49,78,17,0.5,0.0425,0.0009,0.5925291458688837
49,31,16,31,64,12,0.4,0.0125,0.0003375,0.4698460617696186
50,45,34,52,58,29,0.2,0.0925,0.0,0.4193869514774042
51,38,28,40,69,22,0.8,0.0225,0.0009,0.3730395476953979
52,41,17,52,66,18,0.3,0.0225,0.000675,0.5997278730121409
53,42,14,44,82,20,0.3,0.0225,0.00045,0.6678189022204037
54,45,20,26,59,17,0.2,0.0425,0.000225,0.4809009082265459
55,28,28,46,53,13,0.3,0.0225,0.00045,0.641574499803146
56,37,30,49,65,13,0.5,0.0825,0.0005625,0.3647732476456116
57,39,24,50,74,25,0.2,0.0525,0.000225,0.4760219765317257
58,43,15,40,56,12,0.3,0.0525,0.000225,0.328774731261337
59,42,34,42,60,20,0.6000000000000001,0.0925,0.0,0.2008314827877141
60,51,21,42,73,16,0.3,0.0425,0.000225,0.3999245778720792
61,40,24,27,65,21,0.3,0.0325,0.0007875,0.3691353385261816
62,44,29,35,76,26,0.6000000000000001,0.0825,0.0007875,0.3904372023311582
63,34,14,51,60,16,0.6000000000000001,0.0525,0.0009,0.3952157756558591
64,33,18,33,70,10,0.2,0.0825,0.0005625,0.4794978660976085
65,30,25,34,75,23,0.5,0.0525,0.0003375,0.6335297723511341
66,35,25,52,54,15,0.6000000000000001,0.0725,0.0001125,0.3618217902711375
67,36,30,31,54,14,0.3,0.0525,0.0009,0.5637177559476276
